{'r4': 'd4', 'r1': 'd1', 'r2': 'd2', 'r3': 'd3', 'd4': 'r4', 'd2': 'r2', 'd3': 'r3', 'd1': 'r1'}
total gene families: 228186
	0	0.0
d2,d3,d4,r2,r3	4	1.75295592192e-05
d2,d4,r2	15	6.57358470721e-05
d2,r1,r2,r3	17	7.45006266817e-05
d1,d2,d4,r2	33	0.000144618863559
d2,r1,r2	35	0.000153383643168
d2,d3,d4,r1,r2,r3	2	8.76477960962e-06
d2,d3,d4,r3	13	5.69710674625e-05
d2,d3,r2	201	0.000880860350766
d3,r1,r3	18	7.88830164866e-05
d1,d2,r1,r2	81	0.000354973574189
d1,d2,r2	196	0.000858948401742
d2,d4,r2,r3	1	4.38238980481e-06
d3,r3	153	0.000670505640136
d3,d4,r1,r3	4	1.75295592192e-05
d2,d3,d4,r1,r3	3	1.31471694144e-05
d1,d2,d3,d4,r3	32	0.000140236473754
d1,d3,d4,r1,r3	1	4.38238980481e-06
d2,r2,r3	17	7.45006266817e-05
d2,d3,r1,r2,r3	28	0.000122706914535
d1,d3,r2,r3	8	3.50591184385e-05
d2,d3,r3	53	0.000232266659655
d2,d3,r1,r2	41	0.000179677981997
d4,r2,r3,r4	1	4.38238980481e-06
d1,d3,r1	129	0.00056532828482
d1,d2,d3,d4,r1	57	0.000249796218874
d1,d2,d3,d4,r2	126	0.000552181115406
d1,d2,d3,r1,r2,r3	414	0.00181430937919
d1,d2,d3,r1,r2,r3,r4	1	4.38238980481e-06
d1,d2,r1,r3	17	7.45006266817e-05
d1,d2,d3,r2,r3	129	0.00056532828482
d1,d2,d4,r2,r3	1	4.38238980481e-06
d3,d4,r3	49	0.000214737100436
d3,r2,r3	32	0.000140236473754
d1,r1,r2	31	0.000135854083949
d3,d4,r2,r3	2	8.76477960962e-06
d2,d3,r1,r2,r3,r4	1	4.38238980481e-06
d2,d3,d4,r2	36	0.000157766032973
d1,d2,r1	259	0.00113503895945
d3,r1,r2,r3	20	8.76477960962e-05
d1,d2,r2,r3	10	4.38238980481e-05
d1,d3,d4,r1,r2,r3	2	8.76477960962e-06
d1,d3,r3	64	0.000280472947508
d1,d2,d4,r1,r2,r3	2	8.76477960962e-06
d1,d2,r1,r2,r3	26	0.000113942134925
d1,r1,r3	11	4.82062878529e-05
d1,d4,r1,r2,r3	1	4.38238980481e-06
d1,d4,r1,r3	1	4.38238980481e-06
d2,d3,r2,r3	28	0.000122706914535
d1,d2,d4,r1,r2	10	4.38238980481e-05
d1,d2,d4,r1,r3	2	8.76477960962e-06
d2,r2	224	0.000981655316277
d1,d2,d3,d4,r1,r2	35	0.000153383643168
d1,d2,d3,d4,r1,r3	30	0.000131471694144
d1,d2,d3,r3	229	0.0010035672653
d1,d2,d3,r2	812	0.0035585005215
d1,d3,d4,r1	9	3.94415082433e-05
d1,d3,r1,r2,r3	27	0.00011832452473
d1,d3,d4,r3	4	1.75295592192e-05
d1,d2,d3,r1,r3	100	0.000438238980481
d1,d2,d3,r1,r2	455	0.00199398736119
d1,d2,d3,d4,r2,r3	9	3.94415082433e-05
d2,d3,r1,r3	8	3.50591184385e-05
d1,d3,r1,r2	24	0.000105177355315
d1,d3,r1,r3	14	6.13534572673e-05
d1,d4,r1	1	4.38238980481e-06
no_correspondence	222520	0.975169379366
d1,r1,r2,r3	13	5.69710674625e-05
d3,d4,r1,r2,r3	1	4.38238980481e-06
d4,r4	1	4.38238980481e-06
d1,d2,d3,d4,r1,r2,r3	32	0.000140236473754
d2,r1,r2,r3,r4	1	4.38238980481e-06
d1,d2,d3,r1	1116	0.00489074702217
d2,d4,r1,r2	2	8.76477960962e-06
d1,r1	85	0.000372503133409
d1,d2,d4,r1	16	7.01182368769e-05
