# Gene Family	11507229_rna_1-RPKs
UniRef90_A6L1S9	84.3650878100
UniRef90_A6L1S9|g__Bacteroides.s__Bacteroides_vulgatus	43.8213770831
UniRef90_A6L1S9|g__Bacteroides.s__Bacteroides_dorei	40.5437107269
UniRef90_R5CD91	84.2394001678
UniRef90_R5CD91|g__Bacteroides.s__Bacteroides_uniformis	84.2394001678
UniRef90_I9ULV8	84.2346413384
UniRef90_I9ULV8|g__Bacteroides.s__Bacteroides_uniformis	84.2346413384
UniRef90_R9HTU8	84.2245212298
UniRef90_R9HTU8|g__Bacteroides.s__Bacteroides_uniformis	84.2245212298
UniRef90_E2ZG96	84.2032204856
UniRef90_E2ZG96|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	84.2032204856
UniRef90_D1BNH0	84.1070910593
UniRef90_D1BNH0|unclassified	84.1070910593
UniRef90_A6KYP1	84.0950639854
UniRef90_A6KYP1|g__Bacteroides.s__Bacteroides_vulgatus	58.4118738328
UniRef90_A6KYP1|g__Bacteroides.s__Bacteroides_massiliensis	25.6831901526
UniRef90_D6E0I7	84.0594192696
UniRef90_D6E0I7|g__Eubacterium.s__Eubacterium_rectale	84.0594192696
UniRef90_R7EJ73	84.0197693575
UniRef90_R7EJ73|g__Bacteroides.s__Bacteroides_uniformis	84.0197693575
UniRef90_R7EDQ4	84.0080971660
UniRef90_R7EDQ4|g__Bacteroides.s__Bacteroides_uniformis	84.0080971660
UniRef90_A6L028	83.9945515333
UniRef90_A6L028|g__Bacteroides.s__Bacteroides_vulgatus	38.6355555499
UniRef90_A6L028|g__Bacteroides.s__Bacteroides_massiliensis	37.2340425532
UniRef90_A6L028|g__Bacteroides.s__Bacteroides_dorei	8.1249534303
UniRef90_R7EHV1	83.8301002859
UniRef90_R7EHV1|g__Bacteroides.s__Bacteroides_uniformis	83.8301002859
UniRef90_R6GBV3	83.8016964435
UniRef90_R6GBV3|unclassified	83.8016964435
UniRef90_R7EGW4	83.8015142497
UniRef90_R7EGW4|g__Bacteroides.s__Bacteroides_uniformis	83.8015142497
UniRef90_R5M3N8	83.7837837838
UniRef90_R5M3N8|g__Bacteroides.s__Bacteroides_intestinalis	83.7837837838
UniRef90_R7FFX9	83.7819878467
UniRef90_R7FFX9|g__Ruminococcus.s__Ruminococcus_callidus	83.7819878467
UniRef90_A6L5W9	83.7696335079
UniRef90_A6L5W9|g__Bacteroides.s__Bacteroides_massiliensis	49.9834489231
UniRef90_A6L5W9|g__Bacteroides.s__Bacteroides_vulgatus	33.7861845848
UniRef90_I8ZJJ6	83.7442829897
UniRef90_I8ZJJ6|g__Bacteroides.s__Bacteroides_uniformis	83.7442829897
UniRef90_R7EB61	83.6078722834
UniRef90_R7EB61|g__Bacteroides.s__Bacteroides_uniformis	83.6078722834
UniRef90_A6L5Y8	83.6034997459
UniRef90_A6L5Y8|g__Bacteroides.s__Bacteroides_dorei	79.3637922575
UniRef90_A6L5Y8|g__Bacteroides.s__Bacteroides_vulgatus	4.2397074884
UniRef90_U2KEW9	83.5768611479
UniRef90_U2KEW9|g__Ruminococcus.s__Ruminococcus_callidus	83.5768611479
UniRef90_Q877R2	83.4704340946
UniRef90_Q877R2|g__Parabacteroides.s__Parabacteroides_distasonis	51.7873493967
UniRef90_Q877R2|g__Bacteroides.s__Bacteroides_thetaiotaomicron	19.1232996168
UniRef90_Q877R2|g__Bacteroides.s__Bacteroides_ovatus	12.5597850812
UniRef90_R6JJT0	83.4680962308
UniRef90_R6JJT0|g__Bacteroides.s__Bacteroides_xylanisolvens	50.1036781499
UniRef90_R6JJT0|g__Bacteroides.s__Bacteroides_ovatus	33.3644180809
UniRef90_I3YNV0	83.3796820064
UniRef90_I3YNV0|g__Alistipes.s__Alistipes_sp_HGB5	31.5291629207
UniRef90_I3YNV0|g__Alistipes.s__Alistipes_finegoldii	30.6851458243
UniRef90_I3YNV0|g__Alistipes.s__Alistipes_onderdonkii	21.1653732614
UniRef90_D4VS05	83.2924420316
UniRef90_D4VS05|g__Bacteroides.s__Bacteroides_xylanisolvens	21.6062059197
UniRef90_D4VS05|g__Bacteroides.s__Bacteroides_ovatus	18.4648428570
UniRef90_D4VS05|g__Bacteroides.s__Bacteroides_fragilis	17.0513522023
UniRef90_D4VS05|g__Parabacteroides.s__Parabacteroides_merdae	13.2105269345
UniRef90_D4VS05|g__Bacteroides.s__Bacteroides_uniformis	12.9595141181
UniRef90_D6D0C4	83.2885545406
UniRef90_D6D0C4|g__Bacteroides.s__Bacteroides_xylanisolvens	83.2885545406
UniRef90_K1FKG2	83.2706465787
UniRef90_K1FKG2|g__Bacteroides.s__Bacteroides_fragilis	83.2706465787
UniRef90_R7NWG3	83.2425050662
UniRef90_R7NWG3|g__Bacteroides.s__Bacteroides_vulgatus	38.0978166231
UniRef90_R7NWG3|g__Bacteroides.s__Bacteroides_massiliensis	35.1463126814
UniRef90_R7NWG3|g__Bacteroides.s__Bacteroides_dorei	9.9983757616
UniRef90_R5W8J4	83.2249674902
UniRef90_R5W8J4|g__Alistipes.s__Alistipes_shahii	83.2249674902
UniRef90_R6L7T2	83.2095096582
UniRef90_R6L7T2|g__Bacteroides.s__Bacteroides_uniformis	83.2095096582
UniRef90_A6KX83	83.1970063044
UniRef90_A6KX83|g__Bacteroides.s__Bacteroides_vulgatus	64.0898526332
UniRef90_A6KX83|g__Bacteroides.s__Bacteroides_massiliensis	19.1071536712
UniRef90_I3YQK7	83.1792975970
UniRef90_I3YQK7|g__Alistipes.s__Alistipes_sp_HGB5	60.9871705934
UniRef90_I3YQK7|g__Alistipes.s__Alistipes_finegoldii	22.1921270037
UniRef90_I3YJ16	83.1408775982
UniRef90_I3YJ16|g__Alistipes.s__Alistipes_finegoldii	37.0170476002
UniRef90_I3YJ16|g__Alistipes.s__Alistipes_sp_HGB5	29.9575482428
UniRef90_I3YJ16|g__Alistipes.s__Alistipes_onderdonkii	16.1662817552
UniRef90_G2T607	83.1408775982
UniRef90_G2T607|g__Roseburia.s__Roseburia_hominis	83.1408775982
UniRef90_R7CZZ9	83.1099195710
UniRef90_R7CZZ9|g__Bacteroides.s__Bacteroides_uniformis	83.1099195710
UniRef90_I9HW14	83.0769230769
UniRef90_I9HW14|g__Bacteroides.s__Bacteroides_ovatus	83.0769230769
UniRef90_A6LIG2	83.0564784053
UniRef90_A6LIG2|g__Parabacteroides.s__Parabacteroides_distasonis	83.0564784053
UniRef90_R5MTB2	83.0564784053
UniRef90_R5MTB2|g__Bacteroides.s__Bacteroides_intestinalis	83.0564784053
UniRef90_R7EDN6	83.0436107514
UniRef90_R7EDN6|g__Bacteroides.s__Bacteroides_uniformis	73.7597911227
UniRef90_R7EDN6|g__Bacteroides.s__Bacteroides_intestinalis	9.2838196286
UniRef90_R9KQU7	83.0324909747
UniRef90_R9KQU7|g__Roseburia.s__Roseburia_hominis	83.0324909747
UniRef90_A5ZGX6	83.0221300138
UniRef90_A5ZGX6|g__Bacteroides.s__Bacteroides_caccae	83.0221300138
UniRef90_F3AV02	83.0008331019
UniRef90_F3AV02|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA	83.0008331019
UniRef90_C4Z798	82.9640344657
UniRef90_C4Z798|g__Eubacterium.s__Eubacterium_ramulus	28.8763397916
UniRef90_C4Z798|g__Roseburia.s__Roseburia_hominis	17.7827361990
UniRef90_C4Z798|g__Eubacterium.s__Eubacterium_hallii	9.6609066856
UniRef90_C4Z798|g__Roseburia.s__Roseburia_inulinivorans	8.2112369793
UniRef90_C4Z798|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	7.3387244341
UniRef90_C4Z798|g__Ruminococcus.s__Ruminococcus_lactaris	6.9430253098
UniRef90_C4Z798|g__Eubacterium.s__Eubacterium_rectale	4.1510650663
UniRef90_R6KT26	82.9540881026
UniRef90_R6KT26|g__Bacteroides.s__Bacteroides_intestinalis	82.9540881026
UniRef90_A6LD62	82.9531727693
UniRef90_A6LD62|g__Parabacteroides.s__Parabacteroides_distasonis	71.8728403594
UniRef90_A6LD62|g__Parabacteroides.s__Parabacteroides_merdae	11.0803324100
UniRef90_R5PG58	82.9285405872
UniRef90_R5PG58|g__Roseburia.s__Roseburia_intestinalis	82.9285405872
UniRef90_I3YQL0	82.9284280912
UniRef90_I3YQL0|g__Alistipes.s__Alistipes_sp_HGB5	33.6179103956
UniRef90_I3YQL0|g__Alistipes.s__Alistipes_senegalensis	18.1577741436
UniRef90_I3YQL0|g__Alistipes.s__Alistipes_onderdonkii	17.7812137611
UniRef90_I3YQL0|g__Alistipes.s__Alistipes_finegoldii	13.3715297909
UniRef90_R7EI74	82.9268292683
UniRef90_R7EI74|g__Bacteroides.s__Bacteroides_uniformis	82.9268292683
UniRef90_R7ENK8	82.9028352029
UniRef90_R7ENK8|g__Bacteroides.s__Bacteroides_uniformis	82.9028352029
UniRef90_E6SNQ2	82.9022429048
UniRef90_E6SNQ2|g__Bacteroides.s__Bacteroides_uniformis	82.9022429048
UniRef90_R5HIH0	82.8793060935
UniRef90_R5HIH0|g__Roseburia.s__Roseburia_inulinivorans	82.8793060935
UniRef90_R5LX79	82.8621761720
UniRef90_R5LX79|g__Bacteroides.s__Bacteroides_intestinalis	82.8621761720
UniRef90_A7UYZ2	82.7943455182
UniRef90_A7UYZ2|g__Bacteroides.s__Bacteroides_uniformis	82.7943455182
UniRef90_R5M5V0	82.7565739503
UniRef90_R5M5V0|g__Bacteroides.s__Bacteroides_intestinalis	82.7565739503
UniRef90_A6L0D8	82.7499925021
UniRef90_A6L0D8|g__Bacteroides.s__Bacteroides_uniformis	52.7411519778
UniRef90_A6L0D8|g__Bacteroides.s__Bacteroides_vulgatus	23.0405473932
UniRef90_A6L0D8|g__Bacteroides.s__Bacteroides_massiliensis	4.1637751561
UniRef90_A6L0D8|g__Bacteroides.s__Bacteroides_dorei	2.8045179750
UniRef90_R7EML1	82.7338129496
UniRef90_R7EML1|g__Bacteroides.s__Bacteroides_uniformis	82.7338129496
UniRef90_R7EP06	82.7242192433
UniRef90_R7EP06|g__Bacteroides.s__Bacteroides_uniformis	82.7242192433
UniRef90_R9ICW7	82.7186387167
UniRef90_R9ICW7|g__Bacteroides.s__Bacteroides_uniformis	82.7186387167
UniRef90_R7EL26	82.7178729690
UniRef90_R7EL26|g__Bacteroides.s__Bacteroides_uniformis	82.7178729690
UniRef90_R7EDH7	82.6440566293
UniRef90_R7EDH7|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	65.4374932413
UniRef90_R7EDH7|g__Blautia.s__Ruminococcus_torques	17.2065633881
UniRef90_R7JKW4	82.6372043032
UniRef90_R7JKW4|g__Alistipes.s__Alistipes_putredinis	82.6372043032
UniRef90_R1A6Q9	82.6238966202
UniRef90_R1A6Q9|unclassified	82.6238966202
UniRef90_R6KMF9	82.6188364482
UniRef90_R6KMF9|g__Bacteroides.s__Bacteroides_intestinalis	82.6188364482
UniRef90_C4Z640	82.6016235931
UniRef90_C4Z640|g__Roseburia.s__Roseburia_intestinalis	54.2918961826
UniRef90_C4Z640|g__Roseburia.s__Roseburia_hominis	28.3097274105
UniRef90_R7EE69	82.5937345898
UniRef90_R7EE69|g__Bacteroides.s__Bacteroides_uniformis	82.5937345898
UniRef90_R5U4W0	82.5688073394
UniRef90_R5U4W0|g__Bacteroides.s__Bacteroides_xylanisolvens	45.8715596330
UniRef90_R5U4W0|g__Bacteroides.s__Bacteroides_ovatus	36.6972477064
UniRef90_R7JLS5	82.5688073394
UniRef90_R7JLS5|g__Alistipes.s__Alistipes_putredinis	82.5688073394
UniRef90_R7NY84	82.4548787119
UniRef90_R7NY84|g__Bacteroides.s__Bacteroides_vulgatus	55.0576184379
UniRef90_R7NY84|g__Bacteroides.s__Bacteroides_dorei	27.3972602740
UniRef90_A6L5E2	82.4471127765
UniRef90_A6L5E2|g__Bacteroides.s__Bacteroides_vulgatus	58.2482110189
UniRef90_A6L5E2|g__Bacteroides.s__Bacteroides_massiliensis	13.4698275862
UniRef90_A6L5E2|g__Bacteroides.s__Bacteroides_dorei	10.7290741714
UniRef90_R7EJ38	82.4469454812
UniRef90_R7EJ38|g__Bacteroides.s__Bacteroides_uniformis	82.4469454812
UniRef90_C4ZEK7	82.4351602902
UniRef90_C4ZEK7|g__Eubacterium.s__Eubacterium_rectale	82.4351602902
UniRef90_A6L4X6	82.4324328525
UniRef90_A6L4X6|g__Bacteroides.s__Bacteroides_vulgatus	54.5356522539
UniRef90_A6L4X6|g__Bacteroides.s__Bacteroides_dorei	27.8967805985
UniRef90_R7EGZ3	82.4084124158
UniRef90_R7EGZ3|g__Bacteroides.s__Bacteroides_uniformis	82.4084124158
UniRef90_R7ECM6	82.3965879212
UniRef90_R7ECM6|g__Bacteroides.s__Bacteroides_uniformis	82.3965879212
UniRef90_D4M5L4	82.3529411765
UniRef90_D4M5L4|g__Eubacterium.s__Eubacterium_ramulus	70.5882352941
UniRef90_D4M5L4|g__Roseburia.s__Roseburia_hominis	11.7647058824
UniRef90_R7FAA7	82.3529411765
UniRef90_R7FAA7|g__Ruminococcus.s__Ruminococcus_callidus	82.3529411765
UniRef90_R7ELX3	82.3496633942
UniRef90_R7ELX3|g__Bacteroides.s__Bacteroides_uniformis	82.3496633942
UniRef90_I3YIR9	82.3415892948
UniRef90_I3YIR9|g__Alistipes.s__Alistipes_sp_HGB5	57.9501272765
UniRef90_I3YIR9|g__Alistipes.s__Alistipes_finegoldii	24.3914620183
UniRef90_A0A016BUG4	82.3161741513
UniRef90_A0A016BUG4|g__Bacteroides.s__Bacteroides_uniformis	68.1338354725
UniRef90_A0A016BUG4|g__Bacteroides.s__Bacteroides_caccae	7.7418534321
UniRef90_A0A016BUG4|g__Bacteroides.s__Bacteroides_massiliensis	6.4404852467
UniRef90_R7EH64	82.2712800319
UniRef90_R7EH64|g__Bacteroides.s__Bacteroides_uniformis	82.2712800319
UniRef90_A6L5I2	82.2061600894
UniRef90_A6L5I2|g__Bacteroides.s__Bacteroides_vulgatus	67.9365176498
UniRef90_A6L5I2|g__Bacteroides.s__Bacteroides_massiliensis	7.5217843913
UniRef90_A6L5I2|g__Bacteroides.s__Bacteroides_dorei	6.7478580484
UniRef90_Q5P4E7	82.2053836629
UniRef90_Q5P4E7|unclassified	82.2053836629
UniRef90_C4Z996	82.1917808219
UniRef90_C4Z996|g__Eubacterium.s__Eubacterium_rectale	82.1917808219
UniRef90_D6E7M9	82.1917808219
UniRef90_D6E7M9|g__Gordonibacter.s__Gordonibacter_pamelaeae	82.1917808219
UniRef90_A6L6W1	82.1858155535
UniRef90_A6L6W1|g__Bacteroides.s__Bacteroides_vulgatus	82.1858155535
UniRef90_S3YQJ9	82.1569612003
UniRef90_S3YQJ9|g__Bacteroides.s__Bacteroides_dorei	48.3921000314
UniRef90_S3YQJ9|g__Bacteroides.s__Bacteroides_ovatus	14.7138344518
UniRef90_S3YQJ9|g__Bacteroides.s__Bacteroides_fragilis	12.6897193699
UniRef90_S3YQJ9|g__Bacteroides.s__Bacteroides_xylanisolvens	4.2332852525
UniRef90_S3YQJ9|g__Bacteroides.s__Bacteroides_uniformis	2.1280220946
UniRef90_B3CIG6	82.1091354107
UniRef90_B3CIG6|g__Bacteroides.s__Bacteroides_intestinalis	82.1091354107
UniRef90_R5WB67	82.0987178409
UniRef90_R5WB67|g__Alistipes.s__Alistipes_shahii	82.0987178409
UniRef90_R7EMA2	82.0836621942
UniRef90_R7EMA2|g__Bacteroides.s__Bacteroides_uniformis	82.0836621942
UniRef90_I3YPA9	82.0809177826
UniRef90_I3YPA9|g__Alistipes.s__Alistipes_sp_HGB5	55.3941863709
UniRef90_I3YPA9|g__Alistipes.s__Alistipes_finegoldii	16.6867314116
UniRef90_I3YPA9|g__Alistipes.s__Alistipes_onderdonkii	10.0000000000
UniRef90_R7NYS5	82.0644848836
UniRef90_R7NYS5|g__Bacteroides.s__Bacteroides_vulgatus	71.1490284784
UniRef90_R7NYS5|g__Bacteroides.s__Bacteroides_dorei	10.9154564053
UniRef90_D9QZP6	82.0399113082
UniRef90_D9QZP6|g__Clostridium.s__Clostridium_hathewayi	82.0399113082
UniRef90_R7ES83	82.0382861153
UniRef90_R7ES83|g__Bacteroides.s__Bacteroides_uniformis	82.0382861153
UniRef90_A6L2S4	82.0280454566
UniRef90_A6L2S4|g__Bacteroides.s__Bacteroides_vulgatus	49.3493116446
UniRef90_A6L2S4|g__Bacteroides.s__Bacteroides_massiliensis	17.9136543126
UniRef90_A6L2S4|g__Bacteroides.s__Bacteroides_dorei	14.7650794993
UniRef90_R7JGP5	82.0097565035
UniRef90_R7JGP5|g__Alistipes.s__Alistipes_putredinis	82.0097565035
UniRef90_R9HVK9	81.9850908705
UniRef90_R9HVK9|g__Bacteroides.s__Bacteroides_uniformis	81.9850908705
UniRef90_R7EJK1	81.9672131148
UniRef90_R7EJK1|g__Bacteroides.s__Bacteroides_uniformis	81.9672131148
UniRef90_K6ADE6	81.9672131148
UniRef90_K6ADE6|g__Parabacteroides.s__Parabacteroides_distasonis	81.9672131148
UniRef90_R5DP08	81.9672131148
UniRef90_R5DP08|g__Parabacteroides.s__Parabacteroides_distasonis	81.9672131148
UniRef90_R5E9J4	81.9672131148
UniRef90_R5E9J4|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	49.1803278689
UniRef90_R5E9J4|g__Parasutterella.s__Parasutterella_excrementihominis	32.7868852459
UniRef90_R6KLY6	81.9128245190
UniRef90_R6KLY6|g__Bacteroides.s__Bacteroides_intestinalis	81.9128245190
UniRef90_R5MJ40	81.9124097920
UniRef90_R5MJ40|g__Bacteroides.s__Bacteroides_vulgatus	62.4432450052
UniRef90_R5MJ40|g__Bacteroides.s__Bacteroides_dorei	16.0907864084
UniRef90_R5MJ40|g__Bacteroides.s__Bacteroides_massiliensis	3.3783783784
UniRef90_Q64S84	81.8799189210
UniRef90_Q64S84|g__Bacteroides.s__Bacteroides_dorei	39.5920982783
UniRef90_Q64S84|g__Bacteroides.s__Bacteroides_xylanisolvens	25.0944867941
UniRef90_Q64S84|g__Bacteroides.s__Bacteroides_ovatus	14.5262876878
UniRef90_Q64S84|g__Bacteroides.s__Bacteroides_uniformis	2.6670461608
UniRef90_R6II27	81.8702134565
UniRef90_R6II27|g__Bacteroides.s__Bacteroides_vulgatus	67.3782274987
UniRef90_R6II27|g__Bacteroides.s__Bacteroides_dorei	14.4919859577
UniRef90_R7EGU5	81.8596296017
UniRef90_R7EGU5|g__Bacteroides.s__Bacteroides_uniformis	81.8596296017
UniRef90_C3RFW3	81.7899918861
UniRef90_C3RFW3|g__Parabacteroides.s__Parabacteroides_distasonis	81.7899918861
UniRef90_D4L2V7	81.7691009371
UniRef90_D4L2V7|unclassified	74.4642721457
UniRef90_D4L2V7|g__Roseburia.s__Roseburia_inulinivorans	5.4811205847
UniRef90_D4L2V7|g__Roseburia.s__Roseburia_intestinalis	1.8237082067
UniRef90_D4KCL7	81.7539836576
UniRef90_D4KCL7|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	81.7539836576
UniRef90_R7ECU1	81.6969805969
UniRef90_R7ECU1|g__Bacteroides.s__Bacteroides_uniformis	81.6969805969
UniRef90_B0MVL7	81.6587967490
UniRef90_B0MVL7|g__Alistipes.s__Alistipes_putredinis	81.6587967490
UniRef90_C4Z043	81.6326530612
UniRef90_C4Z043|g__Eubacterium.s__Eubacterium_eligens	81.6326530612
UniRef90_R7ENV1	81.5866866997
UniRef90_R7ENV1|g__Bacteroides.s__Bacteroides_uniformis	81.5866866997
UniRef90_R7EK59	81.5660685155
UniRef90_R7EK59|g__Bacteroides.s__Bacteroides_uniformis	81.5660685155
UniRef90_S0RVK8	81.5375987787
UniRef90_S0RVK8|unclassified	81.5375987787
UniRef90_I9R3S1	81.4606741573
UniRef90_I9R3S1|g__Bacteroides.s__Bacteroides_intestinalis	81.4606741573
UniRef90_R6EPG4	81.4234225659
UniRef90_R6EPG4|unclassified	81.4234225659
UniRef90_R7EP69	81.4189955282
UniRef90_R7EP69|g__Bacteroides.s__Bacteroides_uniformis	81.4189955282
UniRef90_C4ZBL1	81.4040496641
UniRef90_C4ZBL1|g__Roseburia.s__Roseburia_intestinalis	48.9742574561
UniRef90_C4ZBL1|g__Eubacterium.s__Eubacterium_rectale	24.1150836589
UniRef90_C4ZBL1|unclassified	8.3147085491
UniRef90_R7ESK5	81.3908160533
UniRef90_R7ESK5|g__Bacteroides.s__Bacteroides_uniformis	81.3908160533
UniRef90_A7V565	81.3764496058
UniRef90_A7V565|g__Bacteroides.s__Bacteroides_uniformis	81.3764496058
UniRef90_R7EPK8	81.3559322034
UniRef90_R7EPK8|g__Bacteroides.s__Bacteroides_uniformis	81.3559322034
UniRef90_F9ZAZ1	81.3356925892
UniRef90_F9ZAZ1|g__Odoribacter.s__Odoribacter_splanchnicus	81.3356925892
UniRef90_R7EGL7	81.2807881773
UniRef90_R7EGL7|g__Bacteroides.s__Bacteroides_uniformis	81.2807881773
UniRef90_U2K6D9	81.2735790238
UniRef90_U2K6D9|g__Ruminococcus.s__Ruminococcus_callidus	81.2735790238
UniRef90_D6D8D2	81.2735275701
UniRef90_D6D8D2|g__Bacteroides.s__Bacteroides_ovatus	61.8468005731
UniRef90_D6D8D2|g__Bacteroides.s__Bacteroides_xylanisolvens	12.9238368236
UniRef90_D6D8D2|g__Bacteroides.s__Bacteroides_thetaiotaomicron	6.5028901734
UniRef90_R7EN28	81.2720848057
UniRef90_R7EN28|g__Bacteroides.s__Bacteroides_uniformis	81.2720848057
UniRef90_R6KMA9	81.2577833126
UniRef90_R6KMA9|g__Bacteroides.s__Bacteroides_uniformis	68.1818181818
UniRef90_R6KMA9|g__Bacteroides.s__Bacteroides_intestinalis	13.0759651308
UniRef90_D4VRU5	81.2500000000
UniRef90_D4VRU5|g__Bacteroides.s__Bacteroides_xylanisolvens	62.0879618450
UniRef90_D4VRU5|g__Bacteroides.s__Bacteroides_ovatus	19.1620381550
UniRef90_Q88QP8	81.2499163631
UniRef90_Q88QP8|unclassified	81.2499163631
UniRef90_D7GVW4	81.2395523680
UniRef90_D7GVW4|unclassified	81.2395523680
UniRef90_R5QWJ6	81.1736393928
UniRef90_R5QWJ6|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA	43.9554408613
UniRef90_R5QWJ6|g__Blautia.s__Ruminococcus_torques	20.2702702703
UniRef90_R5QWJ6|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_8_1_57FAA	16.9479282612
UniRef90_R7EII5	81.1655573058
UniRef90_R7EII5|g__Bacteroides.s__Bacteroides_uniformis	81.1655573058
UniRef90_R5JPA6	81.1366517500
UniRef90_R5JPA6|g__Bacteroides.s__Bacteroides_uniformis	54.1213360157
UniRef90_R5JPA6|g__Bacteroides.s__Bacteroides_vulgatus	27.0153157343
UniRef90_I9UGI8	81.1232704049
UniRef90_I9UGI8|g__Bacteroides.s__Bacteroides_uniformis	47.1612167509
UniRef90_I9UGI8|g__Bacteroides.s__Bacteroides_ovatus	33.9620536541
UniRef90_R7EN84	81.1107964933
UniRef90_R7EN84|g__Bacteroides.s__Bacteroides_uniformis	81.1107964933
UniRef90_A7V3N6	81.0810810811
UniRef90_A7V3N6|g__Bacteroides.s__Bacteroides_uniformis	81.0810810811
UniRef90_B0MST7	81.0810810811
UniRef90_B0MST7|g__Alistipes.s__Alistipes_putredinis	81.0810810811
UniRef90_D1K9M4	81.0810810811
UniRef90_D1K9M4|g__Bacteroides.s__Bacteroides_vulgatus	81.0810810811
UniRef90_D4KRD0	81.0810810811
UniRef90_D4KRD0|g__Roseburia.s__Roseburia_intestinalis	81.0810810811
UniRef90_A6KZ09	81.0514786418
UniRef90_A6KZ09|g__Bacteroides.s__Bacteroides_vulgatus	49.2999019660
UniRef90_A6KZ09|g__Bacteroides.s__Bacteroides_dorei	18.6080936529
UniRef90_A6KZ09|g__Bacteroides.s__Bacteroides_massiliensis	13.1434830230
UniRef90_R6L6C9	81.0488563615
UniRef90_R6L6C9|g__Bacteroides.s__Bacteroides_uniformis	55.1258398651
UniRef90_R6L6C9|g__Bacteroides.s__Bacteroides_intestinalis	25.9230164965
UniRef90_R5MN39	81.0055865922
UniRef90_R5MN39|g__Bacteroides.s__Bacteroides_intestinalis	81.0055865922
UniRef90_R6LG56	80.9827115560
UniRef90_R6LG56|g__Bacteroides.s__Bacteroides_intestinalis	80.9827115560
UniRef90_D9QZJ1	80.9628180151
UniRef90_D9QZJ1|g__Clostridium.s__Clostridium_bolteae	58.8235294118
UniRef90_D9QZJ1|g__Roseburia.s__Roseburia_inulinivorans	14.8155780431
UniRef90_D9QZJ1|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	7.3237105602
UniRef90_R7ENU4	80.9626859237
UniRef90_R7ENU4|g__Bacteroides.s__Bacteroides_uniformis	80.9626859237
UniRef90_R5M212	80.9471284065
UniRef90_R5M212|g__Bacteroides.s__Bacteroides_intestinalis	80.9471284065
UniRef90_G2T4D5	80.9405553656
UniRef90_G2T4D5|g__Roseburia.s__Roseburia_hominis	59.5336196524
UniRef90_G2T4D5|unclassified	21.4069357132
UniRef90_R9I1P9	80.9323485797
UniRef90_R9I1P9|g__Bacteroides.s__Bacteroides_uniformis	80.9323485797
UniRef90_I3YJ22	80.9304596855
UniRef90_I3YJ22|unclassified	57.0473170250
UniRef90_I3YJ22|g__Alistipes.s__Alistipes_sp_HGB5	9.6108914061
UniRef90_I3YJ22|g__Alistipes.s__Alistipes_finegoldii	9.5993540582
UniRef90_I3YJ22|g__Alistipes.s__Alistipes_onderdonkii	4.6728971963
UniRef90_R6G6N7	80.9248554913
UniRef90_R6G6N7|g__Bacteroides.s__Bacteroides_uniformis	80.9248554913
UniRef90_R7EI32	80.9189783326
UniRef90_R7EI32|g__Bacteroides.s__Bacteroides_uniformis	80.9189783326
UniRef90_I9UDE0	80.9148936067
UniRef90_I9UDE0|g__Bacteroides.s__Bacteroides_uniformis	80.9148936067
UniRef90_R7JLZ7	80.8314087760
UniRef90_R7JLZ7|g__Alistipes.s__Alistipes_putredinis	80.8314087760
UniRef90_R7EDF7	80.8202275099
UniRef90_R7EDF7|g__Bacteroides.s__Bacteroides_uniformis	80.8202275099
UniRef90_D4V708	80.8195241120
UniRef90_D4V708|g__Bacteroides.s__Bacteroides_vulgatus	80.8195241120
UniRef90_R7FDL8	80.7730556577
UniRef90_R7FDL8|g__Ruminococcus.s__Ruminococcus_callidus	80.7730556577
UniRef90_I3YKR1	80.7460224663
UniRef90_I3YKR1|g__Alistipes.s__Alistipes_sp_HGB5	28.9208447962
UniRef90_I3YKR1|g__Alistipes.s__Alistipes_shahii	25.1715089889
UniRef90_I3YKR1|g__Alistipes.s__Alistipes_finegoldii	14.4875153324
UniRef90_I3YKR1|g__Alistipes.s__Alistipes_senegalensis	12.1661533487
UniRef90_R6FJ82	80.7453416149
UniRef90_R6FJ82|g__Bacteroides.s__Bacteroides_uniformis	80.7453416149
UniRef90_B6W0G1	80.7407198990
UniRef90_B6W0G1|g__Bacteroides.s__Bacteroides_dorei	80.7407198990
UniRef90_R5M160	80.7339959997
UniRef90_R5M160|g__Bacteroides.s__Bacteroides_intestinalis	80.7339959997
UniRef90_R7NXD1	80.7255960003
UniRef90_R7NXD1|g__Bacteroides.s__Bacteroides_vulgatus	58.6818769767
UniRef90_R7NXD1|g__Bacteroides.s__Bacteroides_massiliensis	20.4614405426
UniRef90_R7NXD1|g__Bacteroides.s__Bacteroides_dorei	1.5822784810
UniRef90_C3R3C2	80.7174887892
UniRef90_C3R3C2|g__Parabacteroides.s__Parabacteroides_distasonis	80.7174887892
UniRef90_U6RK97	80.6456534042
