# Gene Family	11507229_rna_4-RPKs
UniRef90_Q64SD6|g__Bacteroides.s__Bacteroides_ovatus	6.5789473684
UniRef90_R7EHP1	6.5717415115
UniRef90_R7EHP1|g__Bacteroides.s__Bacteroides_intestinalis	6.5717415115
UniRef90_D4ILJ9	6.4051240993
UniRef90_D4ILJ9|g__Alistipes.s__Alistipes_shahii	6.4051240993
UniRef90_Q5L890	6.4043915828
UniRef90_Q5L890|g__Bacteroides.s__Bacteroides_uniformis	5.4894784995
UniRef90_Q5L890|g__Bacteroides.s__Bacteroides_massiliensis	0.9149130833
UniRef90_C5EBV4	6.3694267516
UniRef90_C5EBV4|g__Bifidobacterium.s__Bifidobacterium_longum	6.3694267516
UniRef90_R7EMD5	6.3626723224
UniRef90_R7EMD5|g__Bacteroides.s__Bacteroides_uniformis	6.3626723224
UniRef90_U2JYS5	6.2814070352
UniRef90_U2JYS5|g__Ruminococcus.s__Ruminococcus_callidus	6.2814070352
UniRef90_D4ILW3	6.2344139651
UniRef90_D4ILW3|g__Alistipes.s__Alistipes_shahii	6.2344139651
UniRef90_R7NUA4	6.2333036509
UniRef90_R7NUA4|g__Bacteroides.s__Bacteroides_massiliensis	6.2333036509
UniRef90_Q8JKD4	6.2238999810
UniRef90_Q8JKD4|unclassified	6.2238999810
UniRef90_D4IL28	6.1837455830
UniRef90_D4IL28|g__Alistipes.s__Alistipes_shahii	6.1837455830
UniRef90_Q64SF5	6.1349693252
UniRef90_Q64SF5|g__Bacteroides.s__Bacteroides_stercoris	6.1349693252
UniRef90_Q64SD5	6.0964736644
UniRef90_Q64SD5|g__Bacteroides.s__Bacteroides_ovatus	4.2956437098
UniRef90_Q64SD5|g__Bacteroides.s__Bacteroides_dorei	1.8008299546
UniRef90_R7EF60	6.0728744939
UniRef90_R7EF60|g__Bacteroides.s__Bacteroides_uniformis	6.0728744939
UniRef90_Q5LD82	6.0200668896
UniRef90_Q5LD82|g__Bacteroides.s__Bacteroides_uniformis	5.3511705686
UniRef90_Q5LD82|g__Bacteroides.s__Bacteroides_stercoris	0.6688963211
UniRef90_R7D5I2	6.0096153846
UniRef90_R7D5I2|g__Collinsella.s__Collinsella_aerofaciens	6.0096153846
UniRef90_A6L5E4	5.9171597633
UniRef90_A6L5E4|g__Bacteroides.s__Bacteroides_vulgatus	5.9171597633
UniRef90_I3YNL6	5.8651026393
UniRef90_I3YNL6|g__Alistipes.s__Alistipes_finegoldii	5.8651026393
UniRef90_D4KQ66	5.8139534884
UniRef90_D4KQ66|g__Roseburia.s__Roseburia_hominis	5.8139534884
UniRef90_R5W3L4	5.7851239669
UniRef90_R5W3L4|g__Alistipes.s__Alistipes_shahii	5.7851239669
UniRef90_R6IMC3	5.7803468208
UniRef90_R6IMC3|g__Bacteroides.s__Bacteroides_dorei	2.8901734104
UniRef90_R6IMC3|g__Bacteroides.s__Bacteroides_vulgatus	2.8901734104
UniRef90_R6KKT5	5.7306590258
UniRef90_R6KKT5|g__Bacteroides.s__Bacteroides_intestinalis	5.7306590258
UniRef90_C4ZBE7	5.7142857143
UniRef90_C4ZBE7|g__Eubacterium.s__Eubacterium_rectale	5.7142857143
UniRef90_R6K6E0	5.7142857143
UniRef90_R6K6E0|g__Bacteroides.s__Bacteroides_ovatus	5.7142857143
UniRef90_Q5L8A9	5.7034220532
UniRef90_Q5L8A9|g__Bacteroides.s__Bacteroides_caccae	5.7034220532
UniRef90_D4LKG3	5.6710775047
UniRef90_D4LKG3|g__Blautia.s__Ruminococcus_obeum	5.6710775047
UniRef90_A7B8Q3	5.6179775281
UniRef90_A7B8Q3|g__Actinomyces.s__Actinomyces_odontolyticus	5.6179775281
UniRef90_Q8A485	5.6179775281
UniRef90_Q8A485|g__Bacteroides.s__Bacteroides_intestinalis	5.6179775281
UniRef90_F7UWC3	5.5865921788
UniRef90_F7UWC3|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	2.7932960894
UniRef90_F7UWC3|g__Gordonibacter.s__Gordonibacter_pamelaeae	2.7932960894
UniRef90_R6HW91	5.5710306407
UniRef90_R6HW91|g__Bacteroides.s__Bacteroides_vulgatus	5.5710306407
UniRef90_R6L6C9	5.4988216811
UniRef90_R6L6C9|g__Bacteroides.s__Bacteroides_intestinalis	5.4988216811
UniRef90_D4IJ62	5.4858934169
UniRef90_D4IJ62|g__Alistipes.s__Alistipes_shahii	5.4858934169
UniRef90_R6HHC0	5.4844606947
UniRef90_R6HHC0|g__Bacteroides.s__Bacteroides_vulgatus	5.4844606947
UniRef90_A7A2I7	5.4347826087
UniRef90_A7A2I7|g__Bifidobacterium.s__Bifidobacterium_adolescentis	5.4347826087
UniRef90_R6AK60	5.4347826087
UniRef90_R6AK60|g__Bacteroides.s__Bacteroides_uniformis	5.4347826087
UniRef90_R7EPY5	5.4347826087
UniRef90_R7EPY5|g__Bacteroides.s__Bacteroides_uniformis	5.4347826087
UniRef90_A6KXG5	5.4151624549
UniRef90_A6KXG5|g__Bacteroides.s__Bacteroides_vulgatus	5.4151624549
UniRef90_A5KRI2	5.3475935829
UniRef90_A5KRI2|g__Blautia.s__Ruminococcus_torques	5.3475935829
UniRef90_R7EJI4	5.2631578947
UniRef90_R7EJI4|g__Bacteroides.s__Bacteroides_uniformis	5.2631578947
UniRef90_U2KBF3	5.1724137931
UniRef90_U2KBF3|g__Ruminococcus.s__Ruminococcus_callidus	5.1724137931
UniRef90_R6W080	5.1244509517
UniRef90_R6W080|g__Bacteroides.s__Bacteroides_massiliensis	2.9322146760
UniRef90_R6W080|g__Bacteroides.s__Bacteroides_ovatus	2.1922362756
UniRef90_A7B8Q0	4.9799558258
UniRef90_A7B8Q0|g__Clostridium.s__Clostridium_scindens	4.9799558258
UniRef90_P59220	4.9702621335
UniRef90_P59220|unclassified	4.9702621335
UniRef90_E6SPN9	4.8899755501
UniRef90_E6SPN9|g__Bacteroides.s__Bacteroides_uniformis	4.8899755501
UniRef90_R7EK72	4.8882681564
UniRef90_R7EK72|g__Bacteroides.s__Bacteroides_uniformis	4.8882681564
UniRef90_D4L7H0	4.8780487805
UniRef90_D4L7H0|g__Ruminococcus.s__Ruminococcus_bromii	4.8780487805
UniRef90_E2ZJD8	4.8638392615
UniRef90_E2ZJD8|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	4.8638392615
UniRef90_D6D503	4.8551526204
UniRef90_D6D503|g__Bacteroides.s__Bacteroides_ovatus	4.8551526204
UniRef90_Q45122	4.8076923077
UniRef90_Q45122|g__Bacteroides.s__Bacteroides_caccae	4.8076923077
UniRef90_Q8ABE2	4.8076923077
UniRef90_Q8ABE2|g__Bacteroides.s__Bacteroides_massiliensis	4.8076923077
UniRef90_I9IQ26	4.7984644914
UniRef90_I9IQ26|g__Bacteroides.s__Bacteroides_uniformis	4.7984644914
UniRef90_C7MLY4	4.7438330171
UniRef90_C7MLY4|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	4.7438330171
UniRef90_R6L687	4.7297297297
UniRef90_R6L687|g__Bacteroides.s__Bacteroides_intestinalis	4.7297297297
UniRef90_A6L740	4.7106325707
UniRef90_A6L740|g__Bacteroides.s__Bacteroides_vulgatus	4.7106325707
UniRef90_D4K666	4.7058823529
UniRef90_D4K666|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	4.7058823529
UniRef90_U2M368	4.5385779123
UniRef90_U2M368|g__Ruminococcus.s__Ruminococcus_callidus	4.5385779123
UniRef90_R5MIX2	4.5278137128
UniRef90_R5MIX2|g__Bacteroides.s__Bacteroides_vulgatus	3.2376489311
UniRef90_R5MIX2|g__Bacteroides.s__Bacteroides_dorei	1.2901647817
UniRef90_D4IKW2	4.5012520271
UniRef90_D4IKW2|g__Alistipes.s__Alistipes_shahii	4.5012520271
UniRef90_R6B6U3	4.4247787611
UniRef90_R6B6U3|g__Roseburia.s__Roseburia_intestinalis	4.4247787611
UniRef90_R7P3A9	4.4215180545
UniRef90_R7P3A9|g__Bacteroides.s__Bacteroides_vulgatus	2.2188125537
UniRef90_R7P3A9|g__Bacteroides.s__Bacteroides_massiliensis	2.2027055008
UniRef90_I3YL73	4.4101433297
UniRef90_I3YL73|g__Alistipes.s__Alistipes_finegoldii	4.4101433297
UniRef90_D4IJN5	4.3415340087
UniRef90_D4IJN5|g__Alistipes.s__Alistipes_shahii	4.3415340087
UniRef90_E6SS50	4.2553191489
UniRef90_E6SS50|g__Bacteroides.s__Bacteroides_uniformis	4.2553191489
UniRef90_D4K583	4.2158516020
UniRef90_D4K583|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	4.2158516020
UniRef90_Q5LI35	4.2105263158
UniRef90_Q5LI35|g__Bacteroides.s__Bacteroides_caccae	4.2105263158
UniRef90_R6J2X7	4.2052144659
UniRef90_R6J2X7|g__Bacteroides.s__Bacteroides_ovatus	4.2052144659
UniRef90_A6L2S8	4.1820679855
UniRef90_A6L2S8|g__Bacteroides.s__Bacteroides_vulgatus	4.1820679855
UniRef90_I3YIB3	4.1736227045
UniRef90_I3YIB3|g__Alistipes.s__Alistipes_finegoldii	4.1736227045
UniRef90_I3YMU6	4.1208791209
UniRef90_I3YMU6|g__Alistipes.s__Alistipes_finegoldii	4.1208791209
UniRef90_A6L1J8	4.0983606557
UniRef90_A6L1J8|g__Bacteroides.s__Bacteroides_vulgatus	4.0983606557
UniRef90_C6ZB12	4.0983606557
UniRef90_C6ZB12|g__Bacteroides.s__Bacteroides_dorei	4.0983606557
UniRef90_R6R7B4	4.0816326531
UniRef90_R6R7B4|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	4.0816326531
UniRef90_O16305	4.0798146719
UniRef90_O16305|unclassified	4.0798146719
UniRef90_A6L2M8	4.0556199305
UniRef90_A6L2M8|g__Bacteroides.s__Bacteroides_dorei	4.0556199305
UniRef90_R6AZG3	4.0080160321
UniRef90_R6AZG3|g__Bacteroides.s__Bacteroides_stercoris	4.0080160321
UniRef90_R6KEM7	4.0080160321
UniRef90_R6KEM7|g__Bacteroides.s__Bacteroides_ovatus	4.0080160321
UniRef90_A6L108	4.0000000000
UniRef90_A6L108|g__Bacteroides.s__Bacteroides_uniformis	4.0000000000
UniRef90_E0VQ86	3.9938232620
UniRef90_E0VQ86|unclassified	3.9938232620
UniRef90_R5JPY9	3.9840637450
UniRef90_R5JPY9|g__Bacteroides.s__Bacteroides_uniformis	3.9840637450
UniRef90_R5U6B9	3.9761431412
UniRef90_R5U6B9|g__Bacteroides.s__Bacteroides_caccae	3.9761431412
UniRef90_C7H2J7	3.9525691700
UniRef90_C7H2J7|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	3.9525691700
UniRef90_G2T0H5	3.9525691700
UniRef90_G2T0H5|g__Roseburia.s__Roseburia_hominis	3.9525691700
UniRef90_C6JF72	3.9473684211
UniRef90_C6JF72|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	3.9473684211
UniRef90_R7D3R9	3.9473684211
UniRef90_R7D3R9|g__Blautia.s__Ruminococcus_obeum	3.9473684211
UniRef90_R5WW62	3.9318479685
UniRef90_R5WW62|g__Alistipes.s__Alistipes_shahii	3.9318479685
UniRef90_D4M3C4	3.9062500000
UniRef90_D4M3C4|g__Blautia.s__Ruminococcus_torques	3.9062500000
UniRef90_R5W8J4	3.9011703511
UniRef90_R5W8J4|g__Alistipes.s__Alistipes_shahii	3.9011703511
UniRef90_C4ZUJ6	3.9005837042
UniRef90_C4ZUJ6|g__Escherichia.s__Escherichia_coli	3.9005837042
UniRef90_I3YQS2	3.8722168441
UniRef90_I3YQS2|g__Alistipes.s__Alistipes_shahii	3.8722168441
UniRef90_R7JJF3	3.8598574822
UniRef90_R7JJF3|g__Alistipes.s__Alistipes_putredinis	3.8598574822
UniRef90_E2ZH49	3.8387715931
UniRef90_E2ZH49|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	3.8387715931
UniRef90_R7EHB8	3.8167938931
UniRef90_R7EHB8|g__Bacteroides.s__Bacteroides_uniformis	3.8167938931
UniRef90_R7EGN7	3.8167938931
UniRef90_R7EGN7|g__Bacteroides.s__Bacteroides_uniformis	3.8167938931
UniRef90_D4IJJ7	3.8119440915
UniRef90_D4IJJ7|g__Alistipes.s__Alistipes_shahii	3.8119440915
UniRef90_B7P3X2	3.7699066786
UniRef90_B7P3X2|unclassified	3.7699066786
UniRef90_K1G6X3	3.7471884131
UniRef90_K1G6X3|g__Bacteroides.s__Bacteroides_uniformis	3.7471884131
UniRef90_R6K9Z3	3.7383177570
UniRef90_R6K9Z3|g__Bacteroides.s__Bacteroides_ovatus	3.7383177570
UniRef90_S6C0T4	3.7313432836
UniRef90_S6C0T4|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	3.7313432836
UniRef90_R7JIQ0	3.7151702786
UniRef90_R7JIQ0|g__Alistipes.s__Alistipes_putredinis	3.7151702786
UniRef90_D4IJR4	3.6798528059
UniRef90_D4IJR4|g__Alistipes.s__Alistipes_shahii	3.6798528059
UniRef90_R7NPB2	3.6697247706
UniRef90_R7NPB2|g__Bacteroides.s__Bacteroides_massiliensis	3.6697247706
UniRef90_R7JG46	3.6319612591
UniRef90_R7JG46|g__Alistipes.s__Alistipes_putredinis	3.6319612591
UniRef90_D4K7Y7	3.5778175313
UniRef90_D4K7Y7|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	3.5778175313
UniRef90_R7EKB7	3.5671819263
UniRef90_R7EKB7|g__Bacteroides.s__Bacteroides_uniformis	3.5671819263
UniRef90_D6E6M9	3.5523978686
UniRef90_D6E6M9|g__Gordonibacter.s__Gordonibacter_pamelaeae	3.5523978686
UniRef90_C8WJE5	3.5523978686
UniRef90_C8WJE5|g__Eggerthella.s__Eggerthella_lenta	3.5523978686
UniRef90_I3YM14	3.5335689046
UniRef90_I3YM14|g__Alistipes.s__Alistipes_shahii	3.5335689046
UniRef90_Q8A809	3.5335689046
UniRef90_Q8A809|g__Bacteroides.s__Bacteroides_ovatus	3.5335689046
UniRef90_Q5L8D3	3.4602076125
UniRef90_Q5L8D3|g__Bacteroides.s__Bacteroides_dorei	3.4602076125
UniRef90_R7JMH4	3.4602076125
UniRef90_R7JMH4|g__Alistipes.s__Alistipes_finegoldii	3.4602076125
UniRef90_R7NYC0	3.4090909091
UniRef90_R7NYC0|g__Bacteroides.s__Bacteroides_vulgatus	2.2536295384
UniRef90_R7NYC0|g__Bacteroides.s__Bacteroides_dorei	1.1554613707
UniRef90_D4L5X6	3.3994334278
UniRef90_D4L5X6|g__Ruminococcus.s__Ruminococcus_bromii	3.3994334278
UniRef90_B5QTU8	3.3955857385
UniRef90_B5QTU8|g__Escherichia.s__Escherichia_coli	3.3955857385
UniRef90_D4IPB9	3.3898305085
UniRef90_D4IPB9|g__Alistipes.s__Alistipes_shahii	2.9661016949
UniRef90_D4IPB9|g__Alistipes.s__Alistipes_finegoldii	0.4237288136
UniRef90_I3YHG5	3.3898305085
UniRef90_I3YHG5|g__Alistipes.s__Alistipes_finegoldii	3.3898305085
UniRef90_D4ILI2	3.3417669588
UniRef90_D4ILI2|g__Alistipes.s__Alistipes_shahii	3.3417669588
UniRef90_D4K0J5	3.3140016570
UniRef90_D4K0J5|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	3.3140016570
UniRef90_Q5L7N5	3.2981530343
UniRef90_Q5L7N5|g__Bacteroides.s__Bacteroides_caccae	2.6385224274
UniRef90_Q5L7N5|g__Bacteroides.s__Bacteroides_ovatus	0.6596306069
UniRef90_Q5L8C3	3.2894736842
UniRef90_Q5L8C3|g__Bacteroides.s__Bacteroides_stercoris	3.2894736842
UniRef90_R6SCJ7	3.2626427406
UniRef90_R6SCJ7|g__Bacteroides.s__Bacteroides_ovatus	3.2626427406
UniRef90_M5C3D4	3.2503127382
UniRef90_M5C3D4|unclassified	3.2503127382
UniRef90_D4INE4	3.2102728732
UniRef90_D4INE4|g__Alistipes.s__Alistipes_shahii	3.2102728732
UniRef90_I3YIL8	3.1948881789
UniRef90_I3YIL8|g__Alistipes.s__Alistipes_finegoldii	3.1948881789
UniRef90_D4K340	3.1914893617
UniRef90_D4K340|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	3.1914893617
UniRef90_C7H4X2	3.1645569620
UniRef90_C7H4X2|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	3.1645569620
UniRef90_I3YM21	3.1347962382
UniRef90_I3YM21|g__Alistipes.s__Alistipes_putredinis	3.1347962382
UniRef90_A1A2C7	3.1120331950
UniRef90_A1A2C7|g__Bifidobacterium.s__Bifidobacterium_adolescentis	3.1120331950
UniRef90_A6L7P5	3.0506406345
UniRef90_A6L7P5|g__Bacteroides.s__Bacteroides_vulgatus	3.0506406345
UniRef90_B0MY46	3.0487804878
UniRef90_B0MY46|g__Alistipes.s__Alistipes_putredinis	3.0487804878
UniRef90_S6CDP3	3.0333670374
UniRef90_S6CDP3|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	3.0333670374
UniRef90_A6L3B2	3.0120481928
UniRef90_A6L3B2|g__Bacteroides.s__Bacteroides_vulgatus	3.0120481928
UniRef90_D4IK25	2.9910269192
UniRef90_D4IK25|g__Alistipes.s__Alistipes_shahii	2.9910269192
UniRef90_R5V9W8	2.9717682021
UniRef90_R5V9W8|g__Alistipes.s__Alistipes_finegoldii	2.9717682021
UniRef90_Q64Z73	2.9607698001
UniRef90_Q64Z73|g__Bacteroides.s__Bacteroides_ovatus	2.9607698001
UniRef90_R6A3Z3	2.9411764706
UniRef90_R6A3Z3|g__Bacteroides.s__Bacteroides_uniformis	2.9411764706
UniRef90_A6L2R2	2.9154518950
UniRef90_A6L2R2|g__Bacteroides.s__Bacteroides_dorei	2.9154518950
UniRef90_R7EBB4	2.8469750890
UniRef90_R7EBB4|g__Bacteroides.s__Bacteroides_uniformis	2.8469750890
UniRef90_R5Z625	2.8409090909
UniRef90_R5Z625|g__Collinsella.s__Collinsella_aerofaciens	2.8409090909
UniRef90_R5M6Q5	2.8169014085
UniRef90_R5M6Q5|g__Bacteroides.s__Bacteroides_intestinalis	2.8169014085
UniRef90_D4IQG1	2.7952470693
UniRef90_D4IQG1|g__Alistipes.s__Alistipes_shahii	2.7952470693
UniRef90_Q5L9B7	2.7932960894
UniRef90_Q5L9B7|g__Bacteroides.s__Bacteroides_uniformis	2.7932960894
UniRef90_R7J4Q3	2.7906976744
UniRef90_R7J4Q3|g__Bacteroides.s__Bacteroides_massiliensis	2.7906976744
UniRef90_Q5LGU0	2.7739251040
UniRef90_Q5LGU0|g__Bacteroides.s__Bacteroides_ovatus	1.3869625520
UniRef90_Q5LGU0|g__Bacteroides.s__Bacteroides_uniformis	1.3869625520
UniRef90_R7JQE8	2.7522935780
UniRef90_R7JQE8|g__Alistipes.s__Alistipes_putredinis	2.7522935780
UniRef90_R6A5H6	2.7472527473
UniRef90_R6A5H6|g__Bacteroides.s__Bacteroides_stercoris	2.7472527473
UniRef90_R6IJ85	2.7218290691
UniRef90_R6IJ85|g__Bacteroides.s__Bacteroides_vulgatus	2.7218290691
UniRef90_R5WLM9	2.7081922817
UniRef90_R5WLM9|g__Alistipes.s__Alistipes_shahii	2.7081922817
UniRef90_A6L1Q1	2.7027027027
UniRef90_A6L1Q1|g__Bacteroides.s__Bacteroides_vulgatus	2.7027027027
UniRef90_B6VVJ2	2.6809651475
UniRef90_B6VVJ2|g__Bacteroides.s__Bacteroides_dorei	2.6809651475
UniRef90_D4K8B0	2.6809651475
UniRef90_D4K8B0|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.6809651475
UniRef90_I3YQL2	2.6772339164
UniRef90_I3YQL2|g__Alistipes.s__Alistipes_shahii	2.1424745581
UniRef90_I3YQL2|g__Alistipes.s__Alistipes_finegoldii	0.5347593583
UniRef90_Q64SE8	2.6595744681
UniRef90_Q64SE8|g__Bacteroides.s__Bacteroides_ovatus	2.6595744681
UniRef90_R5CBU0	2.6007802341
UniRef90_R5CBU0|g__Bacteroides.s__Bacteroides_uniformis	2.6007802341
UniRef90_I3YM13	2.5974025974
UniRef90_I3YM13|g__Alistipes.s__Alistipes_shahii	2.5974025974
UniRef90_R6A7I1	2.5806451613
UniRef90_R6A7I1|g__Collinsella.s__Collinsella_aerofaciens	2.5806451613
UniRef90_R7ECQ3	2.5773195876
UniRef90_R7ECQ3|g__Bacteroides.s__Bacteroides_uniformis	2.5773195876
UniRef90_R6ACJ9	2.5575447570
UniRef90_R6ACJ9|g__Bacteroides.s__Bacteroides_stercoris	2.5575447570
UniRef90_R5WXZ8	2.5477707006
UniRef90_R5WXZ8|g__Alistipes.s__Alistipes_shahii	2.5477707006
UniRef90_C7H3G6	2.5188916877
UniRef90_C7H3G6|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.5188916877
UniRef90_B2UPH1	2.5000000000
UniRef90_B2UPH1|g__Akkermansia.s__Akkermansia_muciniphila	2.5000000000
UniRef90_C0BF69	2.4937655860
UniRef90_C0BF69|g__Coprococcus.s__Coprococcus_comes	2.4937655860
UniRef90_C7HA44	2.4864905795
UniRef90_C7HA44|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.4864905795
UniRef90_D4IJT7	2.4570024570
UniRef90_D4IJT7|g__Alistipes.s__Alistipes_shahii	2.4570024570
UniRef90_R7JKN7	2.4449877751
UniRef90_R7JKN7|g__Alistipes.s__Alistipes_putredinis	2.4449877751
UniRef90_R7JPY3	2.4425989253
UniRef90_R7JPY3|g__Alistipes.s__Alistipes_putredinis	2.4425989253
UniRef90_R7JR55	2.4383635871
UniRef90_R7JR55|g__Alistipes.s__Alistipes_putredinis	2.4383635871
UniRef90_R7JJU2	2.4271844660
UniRef90_R7JJU2|g__Alistipes.s__Alistipes_putredinis	2.4271844660
UniRef90_R6AK32	2.4271844660
UniRef90_R6AK32|g__Bacteroides.s__Bacteroides_stercoris	2.4271844660
UniRef90_R7EHM0	2.4271844660
UniRef90_R7EHM0|g__Bacteroides.s__Bacteroides_stercoris	2.4271844660
UniRef90_R6J9G7	2.4096385542
UniRef90_R6J9G7|g__Bacteroides.s__Bacteroides_ovatus	2.4096385542
UniRef90_A4E810	2.4009603842
UniRef90_A4E810|g__Collinsella.s__Collinsella_aerofaciens	2.4009603842
UniRef90_D4K954	2.3904382470
UniRef90_D4K954|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.3904382470
UniRef90_R5U8H2	2.3850421683
UniRef90_R5U8H2|g__Bacteroides.s__Bacteroides_caccae	2.3850421683
UniRef90_R6A5X5	2.3752969121
UniRef90_R6A5X5|g__Bacteroides.s__Bacteroides_stercoris	2.3752969121
UniRef90_E6SQJ2	2.3400936037
UniRef90_E6SQJ2|g__Bacteroides.s__Bacteroides_uniformis	2.3400936037
UniRef90_R7JJ80	2.3201856148
UniRef90_R7JJ80|g__Alistipes.s__Alistipes_putredinis	2.3201856148
UniRef90_R7EFV9	2.3094688222
UniRef90_R7EFV9|g__Bacteroides.s__Bacteroides_uniformis	2.3094688222
UniRef90_A4ECV4	2.3054755043
UniRef90_A4ECV4|g__Collinsella.s__Collinsella_aerofaciens	2.3054755043
UniRef90_D4K9X2	2.3023791251
UniRef90_D4K9X2|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.3023791251
UniRef90_C0FNI6	2.2935779817
UniRef90_C0FNI6|g__Eubacterium.s__Eubacterium_rectale	2.2935779817
UniRef90_R7EJ91	2.2624434389
UniRef90_R7EJ91|g__Bacteroides.s__Bacteroides_uniformis	2.2624434389
UniRef90_A4E8J8	2.2354694486
UniRef90_A4E8J8|g__Collinsella.s__Collinsella_aerofaciens	2.2354694486
UniRef90_D4K0S0	2.2321428571
UniRef90_D4K0S0|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.2321428571
UniRef90_U6R9S0	2.2321428571
UniRef90_U6R9S0|g__Bacteroides.s__Bacteroides_massiliensis	2.2321428571
UniRef90_J9H9I5	2.2172949002
UniRef90_J9H9I5|g__Bacteroides.s__Bacteroides_massiliensis	2.2172949002
UniRef90_R7NX82	2.2050716648
UniRef90_R7NX82|g__Bacteroides.s__Bacteroides_vulgatus	2.2050716648
UniRef90_D4K880	2.1905805038
UniRef90_D4K880|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.1905805038
UniRef90_D6D3F2	2.1881838074
UniRef90_D6D3F2|g__Bacteroides.s__Bacteroides_ovatus	2.1881838074
UniRef90_R7ECK1	2.1762785637
UniRef90_R7ECK1|g__Bacteroides.s__Bacteroides_intestinalis	2.1762785637
UniRef90_D4INX9	2.1621621622
UniRef90_D4INX9|g__Alistipes.s__Alistipes_shahii	2.1621621622
UniRef90_R7EL10	2.1598272138
UniRef90_R7EL10|g__Bacteroides.s__Bacteroides_uniformis	2.1598272138
UniRef90_Q5L8C0	2.1595444642
UniRef90_Q5L8C0|g__Bacteroides.s__Bacteroides_stercoris	2.1595444642
UniRef90_R6AL37	2.1551724138
UniRef90_R6AL37|g__Bacteroides.s__Bacteroides_stercoris	1.0775862069
UniRef90_R6AL37|g__Bacteroides.s__Bacteroides_uniformis	1.0775862069
UniRef90_Q8A3Z2	2.1052631579
UniRef90_Q8A3Z2|g__Bacteroides.s__Bacteroides_ovatus	2.1052631579
UniRef90_UPI0002E6D536	2.0604395604
UniRef90_UPI0002E6D536|g__Alistipes.s__Alistipes_putredinis	2.0604395604
UniRef90_F8LM08	2.0592472212
UniRef90_F8LM08|g__Streptococcus.s__Streptococcus_salivarius	2.0592472212
UniRef90_R5W9C4	2.0505809979
UniRef90_R5W9C4|g__Alistipes.s__Alistipes_shahii	2.0505809979
UniRef90_R5V7E1	2.0283975659
UniRef90_R5V7E1|g__Alistipes.s__Alistipes_finegoldii	2.0283975659
UniRef90_Q8A0U0	2.0040080160
UniRef90_Q8A0U0|g__Bacteroides.s__Bacteroides_ovatus	2.0040080160
UniRef90_R7JL43	1.9976028765
UniRef90_R7JL43|g__Alistipes.s__Alistipes_putredinis	1.9976028765
UniRef90_S6CEH7	1.9907100199
UniRef90_S6CEH7|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	1.9907100199
UniRef90_I3YIR2	1.9867549669
UniRef90_I3YIR2|g__Alistipes.s__Alistipes_finegoldii	1.9867549669
UniRef90_Q5L8D5	1.9455252918
UniRef90_Q5L8D5|g__Bacteroides.s__Bacteroides_uniformis	1.9455252918
UniRef90_I3YL58	1.9355060270
UniRef90_I3YL58|g__Alistipes.s__Alistipes_finegoldii	1.9355060270
UniRef90_R7EM94	1.9249278152
UniRef90_R7EM94|g__Bacteroides.s__Bacteroides_dorei	1.9249278152
UniRef90_R7NSZ9	1.9230769231
UniRef90_R7NSZ9|g__Bacteroides.s__Bacteroides_massiliensis	1.9230769231
UniRef90_R6HIV7	1.9011406844
UniRef90_R6HIV7|g__Bacteroides.s__Bacteroides_dorei	1.9011406844
UniRef90_E2ZJQ3	1.8970517544
UniRef90_E2ZJQ3|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.8970517544
UniRef90_R7EPU6	1.8903591682
UniRef90_R7EPU6|g__Bacteroides.s__Bacteroides_uniformis	1.8903591682
UniRef90_I3YR11	1.8691588785
UniRef90_I3YR11|g__Alistipes.s__Alistipes_shahii	1.8691588785
UniRef90_R6A6K1	1.8535681186
UniRef90_R6A6K1|g__Bacteroides.s__Bacteroides_stercoris	1.8535681186
UniRef90_D4K4U8	1.8501387604
UniRef90_D4K4U8|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.8501387604
UniRef90_R5WU41	1.8484288355
UniRef90_R5WU41|g__Alistipes.s__Alistipes_shahii	1.8484288355
UniRef90_Q5L8B9	1.8447602836
UniRef90_Q5L8B9|g__Bacteroides.s__Bacteroides_stercoris	1.8447602836
UniRef90_R5M875	1.8337408313
