# Gene Family	11507229_rna_3-RPKs
UniRef90_A6LH86|g__Parabacteroides.s__Parabacteroides_distasonis	15.5180778366
UniRef90_R7NSM9	15.5172413793
UniRef90_R7NSM9|g__Bacteroides.s__Bacteroides_massiliensis	15.5172413793
UniRef90_R6A9I3	15.5172413793
UniRef90_R6A9I3|g__Bacteroides.s__Bacteroides_uniformis	15.5172413793
UniRef90_D4ILQ4	15.5172413793
UniRef90_D4ILQ4|g__Alistipes.s__Alistipes_shahii	15.5172413793
UniRef90_R5I0N1	15.5148095910
UniRef90_R5I0N1|g__Roseburia.s__Roseburia_inulinivorans	15.5148095910
UniRef90_R6ILR5	15.5131264916
UniRef90_R6ILR5|g__Parabacteroides.s__Parabacteroides_distasonis	15.5131264916
UniRef90_R7NN93	15.5129485816
UniRef90_R7NN93|g__Bacteroides.s__Bacteroides_massiliensis	15.5129485816
UniRef90_I8YI74	15.5114091937
UniRef90_I8YI74|g__Bacteroides.s__Bacteroides_ovatus	10.2516475500
UniRef90_I8YI74|g__Bacteroides.s__Bacteroides_xylanisolvens	5.2597616437
UniRef90_R7NPW6	15.5102040816
UniRef90_R7NPW6|g__Bacteroides.s__Bacteroides_massiliensis	15.5102040816
UniRef90_R6WUQ7	15.5096011817
UniRef90_R6WUQ7|g__Parabacteroides.s__Parabacteroides_distasonis	8.1240768095
UniRef90_R6WUQ7|g__Parabacteroides.s__Parabacteroides_merdae	7.3855243722
UniRef90_B2UL75	15.5096011817
UniRef90_B2UL75|g__Akkermansia.s__Akkermansia_muciniphila	15.5096011817
UniRef90_R5M7T8	15.5086848635
UniRef90_R5M7T8|g__Bacteroides.s__Bacteroides_intestinalis	15.5086848635
UniRef90_D4V7I0	15.5041754008
UniRef90_D4V7I0|g__Bacteroides.s__Bacteroides_vulgatus	15.5041754008
UniRef90_D4LQD6	15.5026696881
UniRef90_D4LQD6|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	11.1358574610
UniRef90_D4LQD6|g__Blautia.s__Ruminococcus_obeum	4.3668122271
UniRef90_R6PPK5	15.4997418956
UniRef90_R6PPK5|unclassified	15.4997418956
UniRef90_R5HYI6	15.4915921366
UniRef90_R5HYI6|g__Roseburia.s__Roseburia_inulinivorans	15.4915921366
UniRef90_C4Z3B0	15.4905335628
UniRef90_C4Z3B0|g__Eubacterium.s__Eubacterium_eligens	15.4905335628
UniRef90_R7EG49	15.4867256637
UniRef90_R7EG49|g__Bacteroides.s__Bacteroides_uniformis	15.4867256637
UniRef90_R7CMW5	15.4838709677
UniRef90_R7CMW5|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	15.4838709677
UniRef90_R7NNM5	15.4838709677
UniRef90_R7NNM5|g__Bacteroides.s__Bacteroides_massiliensis	15.4838709677
UniRef90_R5UGV7	15.4808772025
UniRef90_R5UGV7|g__Alistipes.s__Alistipes_sp_HGB5	15.4808772025
UniRef90_A6LCZ0	15.4798761610
UniRef90_A6LCZ0|g__Parabacteroides.s__Parabacteroides_distasonis	15.4798761610
UniRef90_E2ZET4	15.4738878143
UniRef90_E2ZET4|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	15.4738878143
UniRef90_F9Z4T7	15.4738878143
UniRef90_F9Z4T7|g__Odoribacter.s__Odoribacter_splanchnicus	15.4738878143
UniRef90_R6XMU5	15.4738878143
UniRef90_R6XMU5|g__Alistipes.s__Alistipes_onderdonkii	15.4738878143
UniRef90_D4KY16	15.4738878143
UniRef90_D4KY16|g__Roseburia.s__Roseburia_intestinalis	15.4738878143
UniRef90_R5JWS2	15.4639175258
UniRef90_R5JWS2|g__Bacteroides.s__Bacteroides_uniformis	15.4639175258
UniRef90_F9Z9Y0	15.4639175258
UniRef90_F9Z9Y0|g__Odoribacter.s__Odoribacter_splanchnicus	15.4639175258
UniRef90_R5HZ64	15.4639175258
UniRef90_R5HZ64|g__Roseburia.s__Roseburia_inulinivorans	15.4639175258
UniRef90_R5LYL4	15.4639175258
UniRef90_R5LYL4|g__Bacteroides.s__Bacteroides_intestinalis	15.4639175258
UniRef90_A6L9C8	15.4577883472
UniRef90_A6L9C8|g__Parabacteroides.s__Parabacteroides_distasonis	15.4577883472
UniRef90_I3YHV8	15.4577384766
UniRef90_I3YHV8|g__Alistipes.s__Alistipes_finegoldii	15.4577384766
UniRef90_U2M9W3	15.4568072817
UniRef90_U2M9W3|g__Ruminococcus.s__Ruminococcus_callidus	15.4568072817
UniRef90_R7JFZ4	15.4559505410
UniRef90_R7JFZ4|g__Alistipes.s__Alistipes_putredinis	15.4559505410
UniRef90_I9H473	15.4494382022
UniRef90_I9H473|g__Bacteroides.s__Bacteroides_nordii	15.4494382022
UniRef90_R5UY19	15.4494382022
UniRef90_R5UY19|g__Bacteroides.s__Bacteroides_caccae	15.4494382022
UniRef90_D4IJL1	15.4452853385
UniRef90_D4IJL1|g__Alistipes.s__Alistipes_shahii	15.4452853385
UniRef90_R7CLJ3	15.4440154440
UniRef90_R7CLJ3|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	15.4440154440
UniRef90_R5M6Z9	15.4440154440
UniRef90_R5M6Z9|g__Bacteroides.s__Bacteroides_intestinalis	15.4440154440
UniRef90_B3CE80	15.4439053404
UniRef90_B3CE80|g__Bacteroides.s__Bacteroides_intestinalis	15.4439053404
UniRef90_D4LVJ0	15.4409921931
UniRef90_D4LVJ0|g__Blautia.s__Ruminococcus_obeum	15.4409921931
UniRef90_A5ZWI8	15.4382076684
UniRef90_A5ZWI8|g__Blautia.s__Ruminococcus_obeum	15.4382076684
UniRef90_V8LRD3	15.4373927959
UniRef90_V8LRD3|g__Streptococcus.s__Streptococcus_salivarius	15.4373927959
UniRef90_I3YKK2	15.4355016538
UniRef90_I3YKK2|g__Alistipes.s__Alistipes_sp_HGB5	7.7744397400
UniRef90_I3YKK2|g__Alistipes.s__Alistipes_finegoldii	7.6610619138
UniRef90_I3YHR2	15.4289839496
UniRef90_I3YHR2|g__Alistipes.s__Alistipes_finegoldii	8.6069135315
UniRef90_I3YHR2|g__Alistipes.s__Alistipes_sp_HGB5	6.8220704182
UniRef90_A6L6H8	15.4269519083
UniRef90_A6L6H8|g__Bacteroides.s__Bacteroides_vulgatus	6.5667508229
UniRef90_A6L6H8|g__Parabacteroides.s__Parabacteroides_merdae	6.2524793224
UniRef90_A6L6H8|g__Bacteroides.s__Bacteroides_caccae	2.6077217630
UniRef90_R7NNW1	15.4264972777
UniRef90_R7NNW1|g__Bacteroides.s__Bacteroides_massiliensis	15.4264972777
UniRef90_A6LAK0	15.4241645244
UniRef90_A6LAK0|g__Parabacteroides.s__Parabacteroides_distasonis	15.4241645244
UniRef90_D4MU09	15.4241645244
UniRef90_D4MU09|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	15.4241645244
UniRef90_I3YHS9	15.4231819615
UniRef90_I3YHS9|g__Alistipes.s__Alistipes_sp_HGB5	13.6143900836
UniRef90_I3YHS9|g__Alistipes.s__Alistipes_finegoldii	1.8087918778
UniRef90_C7GCT8	15.4213086021
UniRef90_C7GCT8|g__Roseburia.s__Roseburia_intestinalis	15.4213086021
UniRef90_C4ZAI9	15.4202004626
UniRef90_C4ZAI9|g__Eubacterium.s__Eubacterium_rectale	15.4202004626
UniRef90_R5MG36	15.4202004626
UniRef90_R5MG36|g__Bacteroides.s__Bacteroides_intestinalis	15.4202004626
UniRef90_R5MF52	15.4185022026
UniRef90_R5MF52|g__Bacteroides.s__Bacteroides_intestinalis	15.4185022026
UniRef90_R6GX84	15.4185022026
UniRef90_R6GX84|g__Eubacterium.s__Eubacterium_hallii	15.4185022026
UniRef90_R7EA97	15.4185022026
UniRef90_R7EA97|g__Bacteroides.s__Bacteroides_uniformis	15.4185022026
UniRef90_E2ZHJ3	15.4185022026
UniRef90_E2ZHJ3|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	15.4185022026
UniRef90_E5Y8Y5	15.4185022026
UniRef90_E5Y8Y5|g__Bilophila.s__Bilophila_wadsworthia	15.4185022026
UniRef90_R7JKJ1	15.4185022026
UniRef90_R7JKJ1|g__Alistipes.s__Alistipes_putredinis	15.4185022026
UniRef90_A5ZUU9	15.4185022026
UniRef90_A5ZUU9|g__Blautia.s__Ruminococcus_obeum	15.4185022026
UniRef90_Q8A7W3	15.4185022026
UniRef90_Q8A7W3|g__Bacteroides.s__Bacteroides_thetaiotaomicron	15.4185022026
UniRef90_G2T250	15.4162384378
UniRef90_G2T250|g__Roseburia.s__Roseburia_hominis	15.4162384378
UniRef90_A6KWI0	15.4130702836
UniRef90_A6KWI0|g__Bacteroides.s__Bacteroides_vulgatus	10.4808877928
UniRef90_A6KWI0|g__Bacteroides.s__Bacteroides_dorei	4.9321824908
UniRef90_A6LGT3	15.4109589041
UniRef90_A6LGT3|g__Parabacteroides.s__Parabacteroides_distasonis	15.4109589041
UniRef90_F9Z3Q2	15.4099526205
UniRef90_F9Z3Q2|unclassified	14.2376196779
UniRef90_F9Z3Q2|g__Odoribacter.s__Odoribacter_splanchnicus	1.1723329426
UniRef90_UPI000364B106	15.4028436019
UniRef90_UPI000364B106|g__Alistipes.s__Alistipes_onderdonkii	15.4028436019
UniRef90_R7EMV6	15.4021677125
UniRef90_R7EMV6|g__Bacteroides.s__Bacteroides_uniformis	15.4021677125
UniRef90_Q64WV4	15.3997349580
UniRef90_Q64WV4|g__Bacteroides.s__Bacteroides_vulgatus	15.3997349580
UniRef90_D4KA74	15.3989058609
UniRef90_D4KA74|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	15.3989058609
UniRef90_R7JSR7	15.3956317361
UniRef90_R7JSR7|g__Alistipes.s__Alistipes_putredinis	15.3956317361
UniRef90_A6KWQ4	15.3915350869
UniRef90_A6KWQ4|g__Bacteroides.s__Bacteroides_vulgatus	14.1078946935
UniRef90_A6KWQ4|g__Bacteroides.s__Bacteroides_dorei	1.2836403934
UniRef90_R5WTM0	15.3903299254
UniRef90_R5WTM0|g__Alistipes.s__Alistipes_senegalensis	15.3903299254
UniRef90_R7CI65	15.3846153846
UniRef90_R7CI65|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	15.3846153846
UniRef90_B9YBY1	15.3846153846
UniRef90_B9YBY1|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	15.3846153846
UniRef90_E0Y2H0	15.3846153846
UniRef90_E0Y2H0|unclassified	15.3846153846
UniRef90_A6L4A3	15.3846153846
UniRef90_A6L4A3|g__Bacteroides.s__Bacteroides_vulgatus	15.3846153846
UniRef90_D4K750	15.3846153846
UniRef90_D4K750|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	15.3846153846
UniRef90_R6JFK3	15.3846153846
UniRef90_R6JFK3|g__Parabacteroides.s__Parabacteroides_distasonis	15.3846153846
UniRef90_R6B4I0	15.3846153846
UniRef90_R6B4I0|g__Roseburia.s__Roseburia_intestinalis	15.3846153846
UniRef90_D4IJ43	15.3778954007
UniRef90_D4IJ43|g__Alistipes.s__Alistipes_shahii	15.3778954007
UniRef90_I3YNV6	15.3757812306
UniRef90_I3YNV6|g__Alistipes.s__Alistipes_finegoldii	15.3757812306
UniRef90_R5UM76	15.3756113229
UniRef90_R5UM76|g__Bacteroides.s__Bacteroides_caccae	15.3756113229
UniRef90_E4MDC4	15.3692258009
UniRef90_E4MDC4|g__Alistipes.s__Alistipes_sp_HGB5	15.3692258009
UniRef90_Q8GZB8	15.3687435316
UniRef90_Q8GZB8|unclassified	15.3687435316
UniRef90_I3YQU0	15.3674104160
UniRef90_I3YQU0|g__Alistipes.s__Alistipes_finegoldii	10.5321214604
UniRef90_I3YQU0|g__Alistipes.s__Alistipes_sp_HGB5	2.9226067391
UniRef90_I3YQU0|g__Alistipes.s__Alistipes_shahii	1.9126822164
UniRef90_R6GUK1	15.3649167734
UniRef90_R6GUK1|g__Eubacterium.s__Eubacterium_hallii	15.3649167734
UniRef90_R5LWA7	15.3619907362
UniRef90_R5LWA7|g__Bacteroides.s__Bacteroides_intestinalis	8.3409275467
UniRef90_R5LWA7|g__Bacteroides.s__Bacteroides_caccae	7.0210631896
UniRef90_R9H3F7	15.3597413096
UniRef90_R9H3F7|g__Bacteroides.s__Bacteroides_vulgatus	15.3597413096
UniRef90_G2T1J8	15.3583617747
UniRef90_G2T1J8|g__Roseburia.s__Roseburia_hominis	15.3583617747
UniRef90_R5TJ73	15.3583617747
UniRef90_R5TJ73|g__Eubacterium.s__Eubacterium_ramulus	15.3583617747
UniRef90_D4LWR0	15.3547010781
UniRef90_D4LWR0|g__Clostridium.s__Clostridium_bolteae	9.7146336131
UniRef90_D4LWR0|g__Dorea.s__Dorea_formicigenerans	3.7309468892
UniRef90_D4LWR0|g__Blautia.s__Ruminococcus_obeum	1.9091205758
UniRef90_E5VPL8	15.3539940658
UniRef90_E5VPL8|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	15.3539940658
UniRef90_D4IIK4	15.3531218014
UniRef90_D4IIK4|g__Alistipes.s__Alistipes_shahii	15.3531218014
UniRef90_D4K9X4	15.3518995449
UniRef90_D4K9X4|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	15.3518995449
UniRef90_K6AJ71	15.3465346535
UniRef90_K6AJ71|g__Parabacteroides.s__Parabacteroides_merdae	15.3465346535
UniRef90_R5G6G6	15.3457135697
UniRef90_R5G6G6|g__Eubacterium.s__Eubacterium_hallii	15.3457135697
UniRef90_Q64NV6	15.3456189999
UniRef90_Q64NV6|g__Bacteroides.s__Bacteroides_xylanisolvens	10.7361963190
UniRef90_Q64NV6|g__Bacteroides.s__Bacteroides_ovatus	3.0674846626
UniRef90_Q64NV6|g__Bacteroides.s__Bacteroides_intestinalis	1.5419380183
UniRef90_D4M0G5	15.3452685422
UniRef90_D4M0G5|g__Blautia.s__Ruminococcus_torques	15.3452685422
UniRef90_R7EB14	15.3452685422
UniRef90_R7EB14|g__Bacteroides.s__Bacteroides_uniformis	15.3452685422
UniRef90_R6XR74	15.3452685422
UniRef90_R6XR74|g__Alistipes.s__Alistipes_finegoldii	7.6726342711
UniRef90_R6XR74|g__Alistipes.s__Alistipes_sp_HGB5	7.6726342711
UniRef90_D4K5R0	15.3452685422
UniRef90_D4K5R0|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	15.3452685422
UniRef90_C8WND7	15.3452685422
UniRef90_C8WND7|g__Gordonibacter.s__Gordonibacter_pamelaeae	15.3452685422
UniRef90_R6KEG5	15.3414250761
UniRef90_R6KEG5|g__Bacteroides.s__Bacteroides_xylanisolvens	8.3206371598
UniRef90_R6KEG5|g__Bacteroides.s__Bacteroides_caccae	4.5475809913
UniRef90_R6KEG5|g__Bacteroides.s__Bacteroides_thetaiotaomicron	2.4732069250
UniRef90_G2T504	15.3374233129
UniRef90_G2T504|g__Roseburia.s__Roseburia_hominis	15.3374233129
UniRef90_R5YXY1	15.3374233129
UniRef90_R5YXY1|g__Anaerostipes.s__Anaerostipes_hadrus	15.3374233129
UniRef90_R6K694	15.3340635268
UniRef90_R6K694|g__Bacteroides.s__Bacteroides_xylanisolvens	11.5847905684
UniRef90_R6K694|g__Bacteroides.s__Bacteroides_ovatus	3.7492729584
UniRef90_A6LE04	15.3340635268
UniRef90_A6LE04|g__Parabacteroides.s__Parabacteroides_distasonis	15.3340635268
UniRef90_R7E8T9	15.3326938820
UniRef90_R7E8T9|g__Bacteroides.s__Bacteroides_uniformis	15.3326938820
UniRef90_R7JHR6	15.3321976150
UniRef90_R7JHR6|g__Alistipes.s__Alistipes_putredinis	15.3321976150
UniRef90_C7GHF9	15.3247064265
UniRef90_C7GHF9|g__Roseburia.s__Roseburia_intestinalis	15.3247064265
UniRef90_E6SNN3	15.3231179214
UniRef90_E6SNN3|g__Bacteroides.s__Bacteroides_uniformis	9.9933377748
UniRef90_E6SNN3|g__Bacteroides.s__Bacteroides_intestinalis	5.3297801466
UniRef90_R6X7Q7	15.3225806452
UniRef90_R6X7Q7|g__Parabacteroides.s__Parabacteroides_merdae	15.3225806452
UniRef90_D4L843	15.3225806452
UniRef90_D4L843|g__Ruminococcus.s__Ruminococcus_bromii	15.3225806452
UniRef90_G2T4L2	15.3203342618
UniRef90_G2T4L2|g__Roseburia.s__Roseburia_hominis	15.3203342618
UniRef90_G2T3D4	15.3203342618
UniRef90_G2T3D4|g__Roseburia.s__Roseburia_hominis	15.3203342618
UniRef90_R6FVC6	15.3173180680
UniRef90_R6FVC6|g__Eubacterium.s__Eubacterium_hallii	15.3173180680
UniRef90_Q8AA76	15.3148141598
UniRef90_Q8AA76|g__Bacteroides.s__Bacteroides_caccae	9.0805902384
UniRef90_Q8AA76|g__Bacteroides.s__Bacteroides_thetaiotaomicron	5.0991501416
UniRef90_Q8AA76|g__Bacteroides.s__Bacteroides_ovatus	0.8513053348
UniRef90_Q8AA76|g__Bacteroides.s__Bacteroides_xylanisolvens	0.2837684449
UniRef90_UPI0002887792	15.3110047847
UniRef90_UPI0002887792|g__Alistipes.s__Alistipes_senegalensis	15.3110047847
UniRef90_R6PF07	15.3063511951
UniRef90_R6PF07|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	10.7721128072
UniRef90_R6PF07|g__Clostridium.s__Clostridium_leptum	2.5667379397
UniRef90_R6PF07|g__Roseburia.s__Roseburia_intestinalis	1.9675004483
UniRef90_A7V592	15.3061224490
UniRef90_A7V592|g__Bacteroides.s__Bacteroides_uniformis	15.3061224490
UniRef90_R5M6B9	15.3061224490
UniRef90_R5M6B9|g__Bacteroides.s__Bacteroides_intestinalis	15.3061224490
UniRef90_D4KLF3	15.3061224490
UniRef90_D4KLF3|g__Roseburia.s__Roseburia_intestinalis	15.3061224490
UniRef90_Q8G744	15.3061224490
UniRef90_Q8G744|g__Bifidobacterium.s__Bifidobacterium_longum	15.3061224490
UniRef90_A6L391	15.3061224490
UniRef90_A6L391|g__Bacteroides.s__Bacteroides_vulgatus	15.3061224490
UniRef90_U6R7L0	15.3061224490
UniRef90_U6R7L0|g__Bacteroides.s__Bacteroides_massiliensis	15.3061224490
UniRef90_R6Z5Y5	15.3015301530
UniRef90_R6Z5Y5|g__Alistipes.s__Alistipes_finegoldii	7.6606018321
UniRef90_R6Z5Y5|g__Alistipes.s__Alistipes_sp_HGB5	5.8407483030
UniRef90_R6Z5Y5|g__Alistipes.s__Alistipes_onderdonkii	1.8001800180
UniRef90_R7JLD4	15.3012077560
UniRef90_R7JLD4|g__Alistipes.s__Alistipes_putredinis	15.3012077560
UniRef90_C7GFC1	15.3003505951
UniRef90_C7GFC1|g__Roseburia.s__Roseburia_intestinalis	15.3003505951
UniRef90_R7NSD6	15.3000300360
UniRef90_R7NSD6|g__Bacteroides.s__Bacteroides_massiliensis	15.3000300360
UniRef90_V8BPX1	15.3000300360
UniRef90_V8BPX1|g__Ruminococcus.s__Ruminococcus_lactaris	15.3000300360
UniRef90_R5USY6	15.2963671128
UniRef90_R5USY6|g__Bacteroides.s__Bacteroides_caccae	15.2963671128
UniRef90_R6XY21	15.2941176471
UniRef90_R6XY21|g__Parabacteroides.s__Parabacteroides_distasonis	15.2941176471
UniRef90_R6L837	15.2848032179
UniRef90_R6L837|g__Bacteroides.s__Bacteroides_intestinalis	15.2848032179
UniRef90_R9HER8	15.2838427948
UniRef90_R9HER8|g__Bacteroides.s__Bacteroides_vulgatus	9.3574547723
UniRef90_R9HER8|g__Bacteroides.s__Bacteroides_massiliensis	5.9263880225
UniRef90_R5APU0	15.2833931908
UniRef90_R5APU0|unclassified	15.2833931908
UniRef90_C7GC81	15.2779418696
UniRef90_C7GC81|g__Roseburia.s__Roseburia_intestinalis	15.2779418696
UniRef90_E0RVR2	15.2767435321
UniRef90_E0RVR2|unclassified	15.2767435321
UniRef90_K9E497	15.2714932127
UniRef90_K9E497|g__Bacteroides.s__Bacteroides_intestinalis	15.2714932127
UniRef90_A6LED8	15.2671755725
UniRef90_A6LED8|g__Parabacteroides.s__Parabacteroides_distasonis	15.2671755725
UniRef90_C8WGG4	15.2671755725
UniRef90_C8WGG4|g__Gordonibacter.s__Gordonibacter_pamelaeae	15.2671755725
UniRef90_R5MDH6	15.2671755725
UniRef90_R5MDH6|g__Bacteroides.s__Bacteroides_intestinalis	15.2671755725
UniRef90_R7DGY5	15.2664269651
UniRef90_R7DGY5|unclassified	15.2664269651
UniRef90_R7FPW4	15.2577621424
UniRef90_R7FPW4|g__Dorea.s__Dorea_longicatena	15.2577621424
UniRef90_E6SS12	15.2565880721
UniRef90_E6SS12|g__Bacteroides.s__Bacteroides_intestinalis	8.3217753121
UniRef90_E6SS12|g__Bacteroides.s__Bacteroides_uniformis	6.9348127601
UniRef90_R6GZ66	15.2565880721
UniRef90_R6GZ66|g__Eubacterium.s__Eubacterium_hallii	15.2565880721
UniRef90_G2T3F8	15.2559055118
UniRef90_G2T3F8|g__Roseburia.s__Roseburia_hominis	15.2559055118
UniRef90_C7H266	15.2505446623
UniRef90_C7H266|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	15.2505446623
UniRef90_R7JHD9	15.2497851884
UniRef90_R7JHD9|g__Alistipes.s__Alistipes_putredinis	15.2497851884
UniRef90_I3YLY7	15.2487961477
UniRef90_I3YLY7|g__Alistipes.s__Alistipes_sp_HGB5	10.0408252658
UniRef90_I3YLY7|g__Alistipes.s__Alistipes_finegoldii	5.2079708819
UniRef90_I9RPY6	15.2477763659
UniRef90_I9RPY6|g__Bacteroides.s__Bacteroides_nordii	15.2477763659
UniRef90_G2T1K4	15.2477763659
UniRef90_G2T1K4|g__Roseburia.s__Roseburia_hominis	15.2477763659
UniRef90_R7NN85	15.2439024390
UniRef90_R7NN85|g__Bacteroides.s__Bacteroides_massiliensis	15.2439024390
UniRef90_A6LE85	15.2368421537
UniRef90_A6LE85|g__Parabacteroides.s__Parabacteroides_distasonis	15.2368421537
UniRef90_A7UXL1	15.2361604876
UniRef90_A7UXL1|g__Bacteroides.s__Bacteroides_uniformis	15.2361604876
UniRef90_R7JGA3	15.2317880795
UniRef90_R7JGA3|g__Alistipes.s__Alistipes_putredinis	15.2317880795
UniRef90_Q8A4G8	15.2297065252
UniRef90_Q8A4G8|g__Bacteroides.s__Bacteroides_xylanisolvens	9.1372161382
UniRef90_Q8A4G8|g__Bacteroides.s__Bacteroides_ovatus	5.1442629058
UniRef90_Q8A4G8|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.9482274812
UniRef90_R5VR69	15.2284263959
UniRef90_R5VR69|g__Coprococcus.s__Coprococcus_sp_ART55_1	15.2284263959
UniRef90_D4WV79	15.2284263959
UniRef90_D4WV79|g__Bacteroides.s__Bacteroides_xylanisolvens	15.2284263959
UniRef90_E6SWY4	15.2284263959
UniRef90_E6SWY4|g__Bacteroides.s__Bacteroides_intestinalis	13.1979695431
UniRef90_E6SWY4|g__Bacteroides.s__Bacteroides_uniformis	2.0304568528
UniRef90_UPI00037F53DD	15.2262585635
UniRef90_UPI00037F53DD|g__Alistipes.s__Alistipes_onderdonkii	15.2262585635
UniRef90_E2ZHB7	15.2240348067
UniRef90_E2ZHB7|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	15.2240348067
UniRef90_R6LQY8	15.2235965747
UniRef90_R6LQY8|g__Coprococcus.s__Coprococcus_comes	15.2235965747
UniRef90_R6Z5C4	15.2203633925
UniRef90_R6Z5C4|g__Alistipes.s__Alistipes_onderdonkii	15.2203633925
UniRef90_U6RAK8	15.2191294323
UniRef90_U6RAK8|g__Bacteroides.s__Bacteroides_massiliensis	15.2191294323
UniRef90_C4ZG67	15.2173913043
UniRef90_C4ZG67|g__Eubacterium.s__Eubacterium_rectale	15.2173913043
UniRef90_C8WHS6	15.2173913043
UniRef90_C8WHS6|g__Gordonibacter.s__Gordonibacter_pamelaeae	15.2173913043
UniRef90_S6CC27	15.2158915121
UniRef90_S6CC27|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	15.2158915121
UniRef90_R6P2P0	15.2122234791
UniRef90_R6P2P0|g__Blautia.s__Ruminococcus_obeum	15.2122234791
UniRef90_G2T3S3	15.2121697358
UniRef90_G2T3S3|g__Roseburia.s__Roseburia_hominis	15.2121697358
UniRef90_C8WGX0	15.2091254753
UniRef90_C8WGX0|g__Gordonibacter.s__Gordonibacter_pamelaeae	15.2091254753
UniRef90_R5JJD0	15.2091254753
UniRef90_R5JJD0|g__Bacteroides.s__Bacteroides_thetaiotaomicron	9.5057034221
UniRef90_R5JJD0|g__Bacteroides.s__Bacteroides_xylanisolvens	5.7034220532
UniRef90_R7EIC5	15.2091254753
UniRef90_R7EIC5|g__Bacteroides.s__Bacteroides_uniformis	15.2091254753
UniRef90_F9Z613	15.2087151099
UniRef90_F9Z613|g__Odoribacter.s__Odoribacter_splanchnicus	15.2087151099
UniRef90_F7M0A0	15.2063721941
UniRef90_F7M0A0|g__Bacteroides.s__Bacteroides_xylanisolvens	15.2063721941
UniRef90_R7EDM1	15.2038700760
UniRef90_R7EDM1|g__Bacteroides.s__Bacteroides_uniformis	15.2038700760
UniRef90_R9HRY0	15.2027027027
UniRef90_R9HRY0|g__Bacteroides.s__Bacteroides_uniformis	15.2027027027
UniRef90_R5M7M9	15.2001356557
UniRef90_R5M7M9|g__Bacteroides.s__Bacteroides_intestinalis	15.2001356557
UniRef90_G1WUW4	15.1978951084
UniRef90_G1WUW4|g__Dorea.s__Dorea_formicigenerans	15.1978951084
UniRef90_R7JJ35	15.1975683891
UniRef90_R7JJ35|g__Alistipes.s__Alistipes_putredinis	15.1975683891
UniRef90_E1WNU0	15.1898734177
UniRef90_E1WNU0|g__Bacteroides.s__Bacteroides_intestinalis	15.1898734177
UniRef90_B3CHY4	15.1869158879
UniRef90_B3CHY4|g__Bacteroides.s__Bacteroides_intestinalis	15.1869158879
UniRef90_G2SWW2	15.1780069089
UniRef90_G2SWW2|g__Roseburia.s__Roseburia_hominis	15.1780069089
UniRef90_D4IQF3	15.1644832035
UniRef90_D4IQF3|g__Alistipes.s__Alistipes_shahii	15.1644832035
UniRef90_G2SZD9	15.1621574242
UniRef90_G2SZD9|g__Roseburia.s__Roseburia_hominis	15.1621574242
UniRef90_D7JAN8	15.1426907397
UniRef90_D7JAN8|g__Bacteroides.s__Bacteroides_ovatus	15.1426907397
UniRef90_A6KWQ7	15.1380231523
UniRef90_A6KWQ7|g__Bacteroides.s__Bacteroides_vulgatus	15.1380231523
UniRef90_R7NKB9	15.1371807001
UniRef90_R7NKB9|g__Bacteroides.s__Bacteroides_massiliensis	15.1371807001
UniRef90_R7NVE6	15.1338766007
UniRef90_R7NVE6|g__Bacteroides.s__Bacteroides_massiliensis	15.1338766007
UniRef90_R5Z5U0	15.1338766007
UniRef90_R5Z5U0|g__Collinsella.s__Collinsella_aerofaciens	15.1338766007
UniRef90_R7NSU8	15.1324085750
UniRef90_R7NSU8|g__Bacteroides.s__Bacteroides_massiliensis	15.1324085750
UniRef90_R5WZ88	15.1306740028
UniRef90_R5WZ88|g__Alistipes.s__Alistipes_shahii	15.1306740028
UniRef90_R7NWM3	15.1260504202
UniRef90_R7NWM3|g__Bacteroides.s__Bacteroides_vulgatus	15.1260504202
UniRef90_E4M8I8	15.1260504202
UniRef90_E4M8I8|g__Alistipes.s__Alistipes_sp_HGB5	15.1260504202
UniRef90_D4IL66	15.1260504202
UniRef90_D4IL66|g__Alistipes.s__Alistipes_shahii	15.1260504202
UniRef90_R7JJR1	15.1260504202
UniRef90_R7JJR1|g__Alistipes.s__Alistipes_putredinis	15.1260504202
UniRef90_F9Z8L5	15.1260504202
UniRef90_F9Z8L5|g__Odoribacter.s__Odoribacter_splanchnicus	15.1260504202
UniRef90_R6P331	15.1258893526
