# Gene Family	11507229_rna_2-RPKs
UniRef90_D6D3S4	19.6721311475
UniRef90_D6D3S4|g__Bacteroides.s__Bacteroides_xylanisolvens	19.6721311475
UniRef90_R7ECW7	19.6700507614
UniRef90_R7ECW7|g__Bacteroides.s__Bacteroides_uniformis	19.6700507614
UniRef90_D4K6P0	19.6681007990
UniRef90_D4K6P0|g__Roseburia.s__Roseburia_inulinivorans	10.1413660397
UniRef90_D4K6P0|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	9.5267347594
UniRef90_R6SCJ7	19.6647873387
UniRef90_R6SCJ7|g__Bacteroides.s__Bacteroides_caccae	19.6647873387
UniRef90_R7NW57	19.6629153610
UniRef90_R7NW57|g__Bacteroides.s__Bacteroides_vulgatus	13.6166574129
UniRef90_R7NW57|g__Bacteroides.s__Bacteroides_massiliensis	5.4945054945
UniRef90_R7NW57|g__Bacteroides.s__Bacteroides_dorei	0.5517524536
UniRef90_R6INS4	19.6592398427
UniRef90_R6INS4|g__Parabacteroides.s__Parabacteroides_distasonis	19.6592398427
UniRef90_R7JHB4	19.6555837762
UniRef90_R7JHB4|g__Alistipes.s__Alistipes_putredinis	19.6555837762
UniRef90_A6L5W8	19.6550675762
UniRef90_A6L5W8|g__Bacteroides.s__Bacteroides_vulgatus	12.1356529644
UniRef90_A6L5W8|g__Bacteroides.s__Bacteroides_massiliensis	7.5194146117
UniRef90_E1WR81	19.6503690463
UniRef90_E1WR81|g__Bacteroides.s__Bacteroides_nordii	13.7795275591
UniRef90_E1WR81|g__Bacteroides.s__Bacteroides_xylanisolvens	3.9138943249
UniRef90_E1WR81|g__Bacteroides.s__Bacteroides_caccae	1.9569471624
UniRef90_R5DD49	19.6464561301
UniRef90_R5DD49|unclassified	8.6286129702
UniRef90_R5DD49|g__Clostridium.s__Clostridium_scindens	4.2669687805
UniRef90_R5DD49|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA	3.9286730623
UniRef90_R5DD49|g__Dorea.s__Dorea_longicatena	2.8222013170
UniRef90_K6AUB5	19.6417633745
UniRef90_K6AUB5|g__Parabacteroides.s__Parabacteroides_goldsteinii	19.6417633745
UniRef90_A6KYN9	19.6380866721
UniRef90_A6KYN9|g__Bacteroides.s__Bacteroides_vulgatus	18.0281503270
UniRef90_A6KYN9|g__Bacteroides.s__Bacteroides_dorei	0.8092958326
UniRef90_A6KYN9|g__Bacteroides.s__Bacteroides_massiliensis	0.8006405124
UniRef90_A7MPG3	19.6299801392
UniRef90_A7MPG3|g__Escherichia.s__Escherichia_coli	19.6299801392
UniRef90_B6W0G4	19.6297794169
UniRef90_B6W0G4|g__Bacteroides.s__Bacteroides_dorei	19.6297794169
UniRef90_A6L174	19.6156925540
UniRef90_A6L174|g__Bacteroides.s__Bacteroides_vulgatus	15.6124899920
UniRef90_A6L174|g__Bacteroides.s__Bacteroides_massiliensis	4.0032025620
UniRef90_R7JGV2	19.6128432599
UniRef90_R7JGV2|g__Alistipes.s__Alistipes_putredinis	19.6128432599
UniRef90_R6WZ84	19.6116308938
UniRef90_R6WZ84|g__Parabacteroides.s__Parabacteroides_merdae	19.6116308938
UniRef90_R5B7Q0	19.6070035674
UniRef90_R5B7Q0|unclassified	19.6070035674
UniRef90_D6D781	19.6063588279
UniRef90_D6D781|g__Bacteroides.s__Bacteroides_xylanisolvens	13.2440622396
UniRef90_D6D781|g__Bacteroides.s__Bacteroides_ovatus	6.3622965884
UniRef90_I5ASN3	19.5932385178
UniRef90_I5ASN3|unclassified	19.5932385178
UniRef90_R5M7T5	19.5924860145
UniRef90_R5M7T5|g__Bacteroides.s__Bacteroides_intestinalis	19.5924860145
UniRef90_K5ZZP8	19.5908061654
UniRef90_K5ZZP8|g__Parabacteroides.s__Parabacteroides_merdae	15.3624763556
UniRef90_K5ZZP8|g__Parabacteroides.s__Parabacteroides_goldsteinii	4.2283298097
UniRef90_D4IJ88	19.5903829029
UniRef90_D4IJ88|g__Alistipes.s__Alistipes_shahii	19.5903829029
UniRef90_R6GZF1	19.5898824035
UniRef90_R6GZF1|unclassified	19.5898824035
UniRef90_R5JDV7	19.5873783916
UniRef90_R5JDV7|g__Bacteroides.s__Bacteroides_intestinalis	14.3603133159
UniRef90_R5JDV7|g__Bacteroides.s__Bacteroides_uniformis	3.9164490862
UniRef90_R5JDV7|g__Bacteroides.s__Bacteroides_thetaiotaomicron	1.3106159895
UniRef90_K9ELD7	19.5783132530
UniRef90_K9ELD7|g__Bacteroides.s__Bacteroides_intestinalis	19.5783132530
UniRef90_I9JA28	19.5743752773
UniRef90_I9JA28|g__Bacteroides.s__Bacteroides_uniformis	19.5743752773
UniRef90_D4JAL3	19.5729537367
UniRef90_D4JAL3|g__Roseburia.s__Roseburia_hominis	19.5729537367
UniRef90_R5U3P4	19.5694716243
UniRef90_R5U3P4|g__Bacteroides.s__Bacteroides_caccae	19.5694716243
UniRef90_R7EKB9	19.5665492164
UniRef90_R7EKB9|g__Bacteroides.s__Bacteroides_uniformis	19.5665492164
UniRef90_G2T1Z0	19.5652173913
UniRef90_G2T1Z0|g__Roseburia.s__Roseburia_hominis	19.5652173913
UniRef90_R5LYL3	19.5652173913
UniRef90_R5LYL3|g__Bacteroides.s__Bacteroides_intestinalis	19.5652173913
UniRef90_I3YLD3	19.5599022005
UniRef90_I3YLD3|g__Alistipes.s__Alistipes_sp_HGB5	14.0699957583
UniRef90_I3YLD3|g__Alistipes.s__Alistipes_finegoldii	5.4899064422
UniRef90_A6L5E3	19.5599022005
UniRef90_A6L5E3|g__Bacteroides.s__Bacteroides_vulgatus	15.9056363019
UniRef90_A6L5E3|g__Bacteroides.s__Bacteroides_dorei	3.6542658986
UniRef90_R7KSW3	19.5530726257
UniRef90_R7KSW3|g__Bacteroides.s__Bacteroides_xylanisolvens	11.1731843575
UniRef90_R7KSW3|g__Bacteroides.s__Bacteroides_ovatus	5.5865921788
UniRef90_R7KSW3|g__Bacteroides.s__Bacteroides_caccae	2.7932960894
UniRef90_Q8A652	19.5439739414
UniRef90_Q8A652|g__Bacteroides.s__Bacteroides_thetaiotaomicron	19.5439739414
UniRef90_A6LAK2	19.5409292948
UniRef90_A6LAK2|g__Parabacteroides.s__Parabacteroides_distasonis	19.5409292948
UniRef90_C0FPI0	19.5330861900
UniRef90_C0FPI0|g__Roseburia.s__Roseburia_inulinivorans	19.5330861900
UniRef90_R5DF03	19.5312500000
UniRef90_R5DF03|g__Parabacteroides.s__Parabacteroides_merdae	19.5312500000
UniRef90_R6KAV8	19.5312500000
UniRef90_R6KAV8|g__Bacteroides.s__Bacteroides_xylanisolvens	19.5312500000
UniRef90_D4IL65	19.5308640320
UniRef90_D4IL65|g__Alistipes.s__Alistipes_shahii	19.5308640320
UniRef90_R9HRN5	19.5272353546
UniRef90_R9HRN5|g__Bacteroides.s__Bacteroides_uniformis	19.5272353546
UniRef90_F0R8Y7	19.5196508561
UniRef90_F0R8Y7|g__Bacteroides.s__Bacteroides_xylanisolvens	3.9595153119
UniRef90_F0R8Y7|g__Bacteroides.s__Bacteroides_dorei	3.1397174254
UniRef90_F0R8Y7|g__Bacteroides.s__Bacteroides_vulgatus	2.3637583974
UniRef90_F0R8Y7|g__Bacteroides.s__Bacteroides_uniformis	2.2850510088
UniRef90_F0R8Y7|g__Bacteroides.s__Bacteroides_faecis	1.5698587127
UniRef90_F0R8Y7|g__Bacteroides.s__Bacteroides_ovatus	1.5698587127
UniRef90_F0R8Y7|g__Alistipes.s__Alistipes_onderdonkii	1.5260198543
UniRef90_F0R8Y7|g__Bacteroides.s__Bacteroides_intestinalis	1.4662756598
UniRef90_F0R8Y7|g__Bacteroides.s__Bacteroides_nordii	0.8197978865
UniRef90_F0R8Y7|g__Parabacteroides.s__Parabacteroides_merdae	0.8197978865
UniRef90_I8XPA8	19.5186579421
UniRef90_I8XPA8|g__Bacteroides.s__Bacteroides_nordii	19.5186579421
UniRef90_R5LZJ6	19.5185426155
UniRef90_R5LZJ6|g__Bacteroides.s__Bacteroides_intestinalis	19.5185426155
UniRef90_A6L7L0	19.5121951220
UniRef90_A6L7L0|g__Bacteroides.s__Bacteroides_vulgatus	19.5121951220
UniRef90_D6E9F4	19.5121951220
UniRef90_D6E9F4|g__Gordonibacter.s__Gordonibacter_pamelaeae	19.5121951220
UniRef90_R5K3A3	19.5121951220
UniRef90_R5K3A3|g__Bacteroides.s__Bacteroides_uniformis	19.5121951220
UniRef90_R6KPU4	19.5121951220
UniRef90_R6KPU4|g__Bacteroides.s__Bacteroides_intestinalis	19.5121951220
UniRef90_R5W0Y8	19.5058517555
UniRef90_R5W0Y8|g__Alistipes.s__Alistipes_shahii	19.5058517555
UniRef90_R6KPM7	19.5048762191
UniRef90_R6KPM7|g__Bacteroides.s__Bacteroides_intestinalis	19.5048762191
UniRef90_R7EEJ5	19.4980406250
UniRef90_R7EEJ5|g__Bacteroides.s__Bacteroides_uniformis	19.4980406250
UniRef90_R7JPP1	19.4962298774
UniRef90_R7JPP1|g__Alistipes.s__Alistipes_putredinis	19.4962298774
UniRef90_U6RDW5	19.4945590843
UniRef90_U6RDW5|g__Bacteroides.s__Bacteroides_massiliensis	19.4945590843
UniRef90_A6L1Q6	19.4945590843
UniRef90_A6L1Q6|g__Bacteroides.s__Bacteroides_vulgatus	19.4945590843
UniRef90_R6HI05	19.4914357230
UniRef90_R6HI05|g__Bacteroides.s__Bacteroides_vulgatus	14.3929912390
UniRef90_R6HI05|g__Bacteroides.s__Bacteroides_dorei	5.0984444839
UniRef90_I9GIS1	19.4902548726
UniRef90_I9GIS1|g__Bacteroides.s__Bacteroides_nordii	19.4902548726
UniRef90_R5DGB3	19.4865058372
UniRef90_R5DGB3|g__Parabacteroides.s__Parabacteroides_distasonis	13.2608249034
UniRef90_R5DGB3|g__Parabacteroides.s__Parabacteroides_merdae	6.2256809339
UniRef90_D4LQ10	19.4834336650
UniRef90_D4LQ10|g__Blautia.s__Ruminococcus_obeum	19.4834336650
UniRef90_B0MU93	19.4805194805
UniRef90_B0MU93|g__Alistipes.s__Alistipes_putredinis	19.4805194805
UniRef90_D4V3Q5	19.4805194805
UniRef90_D4V3Q5|g__Bacteroides.s__Bacteroides_dorei	19.4805194805
UniRef90_K5ZNM2	19.4805194805
UniRef90_K5ZNM2|g__Parabacteroides.s__Parabacteroides_merdae	19.4805194805
UniRef90_R6VZU1	19.4805194805
UniRef90_R6VZU1|g__Bacteroides.s__Bacteroides_caccae	19.4805194805
UniRef90_R7ECY4	19.4805194805
UniRef90_R7ECY4|g__Bacteroides.s__Bacteroides_uniformis	19.4805194805
UniRef90_G2SZW4	19.4696762747
UniRef90_G2SZW4|g__Dorea.s__Dorea_formicigenerans	4.9728178719
UniRef90_G2SZW4|g__Ruminococcus.s__Ruminococcus_callidus	4.2779362076
UniRef90_G2SZW4|g__Roseburia.s__Roseburia_intestinalis	2.9580112511
UniRef90_G2SZW4|g__Blautia.s__Ruminococcus_obeum	2.1533883275
UniRef90_G2SZW4|g__Dorea.s__Dorea_longicatena	2.1265234785
UniRef90_G2SZW4|g__Roseburia.s__Roseburia_hominis	1.6074802429
UniRef90_G2SZW4|g__Blautia.s__Ruminococcus_torques	1.3735188954
UniRef90_D4K246	19.4690265487
UniRef90_D4K246|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	19.4690265487
UniRef90_R7EB27	19.4682315478
UniRef90_R7EB27|g__Bacteroides.s__Bacteroides_uniformis	19.4682315478
UniRef90_R7NMX4	19.4672131148
UniRef90_R7NMX4|g__Bacteroides.s__Bacteroides_massiliensis	19.4672131148
UniRef90_D4IL38	19.4653029702
UniRef90_D4IL38|g__Alistipes.s__Alistipes_shahii	19.4653029702
UniRef90_R6K8P7	19.4633900017
UniRef90_R6K8P7|g__Bacteroides.s__Bacteroides_intestinalis	19.4633900017
UniRef90_G2T2Z2	19.4633479775
UniRef90_G2T2Z2|g__Roseburia.s__Roseburia_hominis	19.4633479775
UniRef90_R7ENX7	19.4597706429
UniRef90_R7ENX7|g__Bacteroides.s__Bacteroides_uniformis	19.4597706429
UniRef90_R5LY77	19.4594594595
UniRef90_R5LY77|g__Bacteroides.s__Bacteroides_intestinalis	19.4594594595
UniRef90_I3YM78	19.4522901788
UniRef90_I3YM78|g__Alistipes.s__Alistipes_sp_HGB5	10.3896103896
UniRef90_I3YM78|g__Alistipes.s__Alistipes_finegoldii	9.0626797892
UniRef90_R6JHI4	19.4510496753
UniRef90_R6JHI4|g__Bacteroides.s__Bacteroides_thetaiotaomicron	7.8817733990
UniRef90_R6JHI4|g__Bacteroides.s__Bacteroides_caccae	6.7126629103
UniRef90_R6JHI4|g__Bacteroides.s__Bacteroides_xylanisolvens	2.8625954198
UniRef90_R6JHI4|g__Bacteroides.s__Bacteroides_ovatus	1.9940179462
UniRef90_U6RPV7	19.4508009153
UniRef90_U6RPV7|g__Bacteroides.s__Bacteroides_massiliensis	19.4508009153
UniRef90_I3YPB3	19.4508009153
UniRef90_I3YPB3|g__Alistipes.s__Alistipes_sp_HGB5	11.4602686644
UniRef90_I3YPB3|g__Alistipes.s__Alistipes_finegoldii	7.9905322510
UniRef90_R6KCS1	19.4495341919
UniRef90_R6KCS1|g__Bacteroides.s__Bacteroides_intestinalis	19.4495341919
UniRef90_A7UYF2	19.4493915583
UniRef90_A7UYF2|g__Bacteroides.s__Bacteroides_uniformis	19.4493915583
UniRef90_A6L7X8	19.4454204710
UniRef90_A6L7X8|g__Bacteroides.s__Bacteroides_vulgatus	19.4454204710
UniRef90_A6L4Q7	19.4429847609
UniRef90_A6L4Q7|g__Bacteroides.s__Bacteroides_vulgatus	18.6575960313
UniRef90_A6L4Q7|g__Bacteroides.s__Bacteroides_dorei	0.7853887297
UniRef90_R5R068	19.4420963652
UniRef90_R5R068|g__Blautia.s__Ruminococcus_torques	10.5617876184
UniRef90_R5R068|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA	8.8803087468
UniRef90_R5U998	19.4409635409
UniRef90_R5U998|g__Bacteroides.s__Bacteroides_massiliensis	7.8003120125
UniRef90_R5U998|g__Bacteroides.s__Bacteroides_uniformis	3.8729666925
UniRef90_R5U998|g__Bacteroides.s__Bacteroides_caccae	2.3237800155
UniRef90_R5U998|g__Bacteroides.s__Bacteroides_ovatus	2.3237800155
UniRef90_R5U998|g__Alistipes.s__Alistipes_senegalensis	1.5600624025
UniRef90_R5U998|g__Alistipes.s__Alistipes_finegoldii	1.5600624025
UniRef90_I9S812	19.4346289753
UniRef90_I9S812|g__Bacteroides.s__Bacteroides_nordii	19.4346289753
UniRef90_D0G8G3	19.4344888779
UniRef90_D0G8G3|unclassified	19.4344888779
UniRef90_G2T604	19.4300518135
UniRef90_G2T604|g__Roseburia.s__Roseburia_hominis	19.4300518135
UniRef90_F7KPA6	19.4260559937
UniRef90_F7KPA6|g__Clostridium.s__Clostridium_scindens	13.8344713495
UniRef90_F7KPA6|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA	5.5915846443
UniRef90_A6LE05	19.4256756757
UniRef90_A6LE05|g__Parabacteroides.s__Parabacteroides_distasonis	19.4256756757
UniRef90_C0BEF3	19.4174757282
UniRef90_C0BEF3|g__Ruminococcus.s__Ruminococcus_lactaris	19.4174757282
UniRef90_R5MD66	19.4174757282
UniRef90_R5MD66|g__Bacteroides.s__Bacteroides_intestinalis	19.4174757282
UniRef90_R7EJ27	19.4174757282
UniRef90_R7EJ27|g__Bacteroides.s__Bacteroides_uniformis	19.4174757282
UniRef90_F3AV07	19.4125533100
UniRef90_F3AV07|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA	19.4125533100
UniRef90_G2SXK3	19.4029850746
UniRef90_G2SXK3|g__Roseburia.s__Roseburia_hominis	13.4328358209
UniRef90_G2SXK3|g__Roseburia.s__Roseburia_intestinalis	5.9701492537
UniRef90_R5Q8Z3	19.4028841391
UniRef90_R5Q8Z3|unclassified	19.4028841391
UniRef90_Q89ZC0	19.3989067708
UniRef90_Q89ZC0|g__Bacteroides.s__Bacteroides_ovatus	15.2153375059
UniRef90_Q89ZC0|g__Bacteroides.s__Bacteroides_xylanisolvens	4.1835692650
UniRef90_R6JDG8	19.3972756111
UniRef90_R6JDG8|g__Bacteroides.s__Bacteroides_xylanisolvens	12.8755364807
UniRef90_R6JDG8|g__Bacteroides.s__Bacteroides_thetaiotaomicron	6.5217391304
UniRef90_F3AV02	19.3944687406
UniRef90_F3AV02|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA	19.3944687406
UniRef90_A6L3C0	19.3905817175
UniRef90_A6L3C0|g__Bacteroides.s__Bacteroides_massiliensis	11.0803324100
UniRef90_A6L3C0|g__Bacteroides.s__Bacteroides_vulgatus	8.3102493075
UniRef90_C7H1F7	19.3905817175
UniRef90_C7H1F7|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	19.3905817175
UniRef90_E2ZMS2	19.3905817175
UniRef90_E2ZMS2|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	19.3905817175
UniRef90_I9S2N7	19.3905817175
UniRef90_I9S2N7|g__Bacteroides.s__Bacteroides_nordii	19.3905817175
UniRef90_E1WUS9	19.3900630608
UniRef90_E1WUS9|g__Alistipes.s__Alistipes_onderdonkii	4.9504950495
UniRef90_E1WUS9|g__Bacteroides.s__Bacteroides_caccae	4.9504950495
UniRef90_E1WUS9|g__Bacteroides.s__Bacteroides_thetaiotaomicron	4.9504950495
UniRef90_E1WUS9|g__Bacteroides.s__Bacteroides_uniformis	3.0257186082
UniRef90_E1WUS9|g__Bacteroides.s__Bacteroides_xylanisolvens	1.5128593041
UniRef90_R6Y475	19.3704600484
UniRef90_R6Y475|g__Alistipes.s__Alistipes_sp_HGB5	11.4469089357
UniRef90_R6Y475|g__Alistipes.s__Alistipes_finegoldii	7.9235511127
UniRef90_U2JSV4	19.3704600484
UniRef90_U2JSV4|g__Ruminococcus.s__Ruminococcus_callidus	19.3704600484
UniRef90_F0R5N6	19.3668209351
UniRef90_F0R5N6|g__Bacteroides.s__Bacteroides_dorei	19.3668209351
UniRef90_R7EHS6	19.3654609126
UniRef90_R7EHS6|g__Bacteroides.s__Bacteroides_uniformis	19.3654609126
UniRef90_I3YMQ9	19.3645376084
UniRef90_I3YMQ9|g__Alistipes.s__Alistipes_finegoldii	11.4030091658
UniRef90_I3YMQ9|g__Alistipes.s__Alistipes_sp_HGB5	7.9615284425
UniRef90_R5MN18	19.3632698161
UniRef90_R5MN18|g__Bacteroides.s__Bacteroides_intestinalis	19.3632698161
UniRef90_S3YBM2	19.3570056149
UniRef90_S3YBM2|g__Bacteroides.s__Bacteroides_uniformis	19.3570056149
UniRef90_R7ELN6	19.3555057109
UniRef90_R7ELN6|g__Bacteroides.s__Bacteroides_uniformis	19.3555057109
UniRef90_R5WBV1	19.3443328234
UniRef90_R5WBV1|g__Alistipes.s__Alistipes_shahii	19.3443328234
UniRef90_G2T1G6	19.3377016089
UniRef90_G2T1G6|g__Roseburia.s__Roseburia_hominis	19.3377016089
UniRef90_D4IMH2	19.3370165746
UniRef90_D4IMH2|g__Alistipes.s__Alistipes_shahii	19.3370165746
UniRef90_K1G1H0	19.3342477865
UniRef90_K1G1H0|g__Bacteroides.s__Bacteroides_uniformis	16.6204986150
UniRef90_K1G1H0|g__Parabacteroides.s__Parabacteroides_merdae	1.3623978202
UniRef90_K1G1H0|g__Bacteroides.s__Bacteroides_dorei	1.3513513514
UniRef90_R6K8S1	19.3340494092
UniRef90_R6K8S1|g__Bacteroides.s__Bacteroides_xylanisolvens	9.6786364070
UniRef90_R6K8S1|g__Bacteroides.s__Bacteroides_caccae	8.5929108485
UniRef90_R6K8S1|g__Bacteroides.s__Bacteroides_ovatus	1.0625021537
UniRef90_A6L561	19.3239209912
UniRef90_A6L561|g__Bacteroides.s__Bacteroides_vulgatus	18.0112848073
UniRef90_A6L561|g__Parabacteroides.s__Parabacteroides_distasonis	1.3126361839
UniRef90_R7JIW8	19.3164933135
UniRef90_R7JIW8|g__Alistipes.s__Alistipes_putredinis	19.3164933135
UniRef90_D4K7J5	19.3133047210
UniRef90_D4K7J5|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	19.3133047210
UniRef90_D6CZY7	19.3112813950
UniRef90_D6CZY7|g__Bacteroides.s__Bacteroides_xylanisolvens	17.3543342325
UniRef90_D6CZY7|g__Bacteroides.s__Bacteroides_caccae	1.9569471624
UniRef90_R5E774	19.3104919851
UniRef90_R5E774|unclassified	19.3104919851
UniRef90_G9YUA3	19.3091100066
UniRef90_G9YUA3|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_7_1_58FAA	19.3091100066
UniRef90_I9UCY2	19.3083769923
UniRef90_I9UCY2|g__Bacteroides.s__Bacteroides_uniformis	19.3083769923
UniRef90_D4INE6	19.3081255028
UniRef90_D4INE6|g__Alistipes.s__Alistipes_shahii	19.3081255028
UniRef90_R5RXT5	19.3077222032
UniRef90_R5RXT5|unclassified	19.3077222032
UniRef90_A6L6E0	19.3050193050
UniRef90_A6L6E0|g__Bacteroides.s__Bacteroides_vulgatus	19.3050193050
UniRef90_Q5LH48	19.3050193050
UniRef90_Q5LH48|g__Bacteroides.s__Bacteroides_intestinalis	19.3050193050
UniRef90_R7NV77	19.3030603000
UniRef90_R7NV77|g__Bacteroides.s__Bacteroides_vulgatus	19.3030603000
UniRef90_D4KAL9	19.3028442526
UniRef90_D4KAL9|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	19.3028442526
UniRef90_R7EJV7	19.2926045016
UniRef90_R7EJV7|g__Bacteroides.s__Bacteroides_uniformis	19.2926045016
UniRef90_C6LLU4	19.2802576006
UniRef90_C6LLU4|unclassified	19.2802576006
UniRef90_D4KKN6	19.2775274157
UniRef90_D4KKN6|g__Roseburia.s__Roseburia_hominis	14.0601361114
UniRef90_D4KKN6|g__Roseburia.s__Roseburia_intestinalis	5.2173913043
UniRef90_F9Z986	19.2771084337
UniRef90_F9Z986|g__Odoribacter.s__Odoribacter_splanchnicus	19.2771084337
UniRef90_R5ES89	19.2762449001
UniRef90_R5ES89|g__Bacteroides.s__Bacteroides_ovatus	19.2762449001
UniRef90_H1CH32	19.2633967135
UniRef90_H1CH32|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	13.4490362237
UniRef90_H1CH32|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_7_1_58FAA	5.8143604898
UniRef90_A6KYC8	19.2601591396
UniRef90_A6KYC8|g__Bacteroides.s__Bacteroides_vulgatus	19.0206745477
UniRef90_A6KYC8|g__Bacteroides.s__Bacteroides_dorei	0.2394845919
UniRef90_D4IL40	19.2503237084
UniRef90_D4IL40|g__Alistipes.s__Alistipes_shahii	7.5709779180
UniRef90_D4IL40|g__Alistipes.s__Alistipes_finegoldii	5.0513298614
UniRef90_D4IL40|g__Alistipes.s__Alistipes_sp_HGB5	4.7352714495
UniRef90_D4IL40|g__Alistipes.s__Alistipes_onderdonkii	1.8927444795
UniRef90_R7JKP5	19.2492781521
UniRef90_R7JKP5|g__Alistipes.s__Alistipes_putredinis	19.2492781521
UniRef90_R5MQQ4	19.2367090632
UniRef90_R5MQQ4|g__Bacteroides.s__Bacteroides_intestinalis	19.2367090632
UniRef90_R7P0X4	19.2356110595
UniRef90_R7P0X4|g__Bacteroides.s__Bacteroides_vulgatus	19.2356110595
UniRef90_A6L1P6	19.2307692308
UniRef90_A6L1P6|g__Bacteroides.s__Bacteroides_vulgatus	12.5694230552
UniRef90_A6L1P6|g__Bacteroides.s__Bacteroides_dorei	6.6613461756
UniRef90_A6L9B8	19.2307692308
UniRef90_A6L9B8|g__Parabacteroides.s__Parabacteroides_distasonis	16.8269230769
UniRef90_A6L9B8|g__Parabacteroides.s__Parabacteroides_goldsteinii	2.4038461538
UniRef90_Q8A5K6	19.2307692308
UniRef90_Q8A5K6|g__Bacteroides.s__Bacteroides_thetaiotaomicron	19.2307692308
UniRef90_R5MJE6	19.2307692308
UniRef90_R5MJE6|g__Bacteroides.s__Bacteroides_intestinalis	19.2307692308
UniRef90_B0MYR9	19.2307692308
UniRef90_B0MYR9|g__Alistipes.s__Alistipes_putredinis	19.2307692308
UniRef90_B6VVB6	19.2307692308
UniRef90_B6VVB6|g__Bacteroides.s__Bacteroides_dorei	19.2307692308
UniRef90_K6ACZ2	19.2307692308
UniRef90_K6ACZ2|g__Parabacteroides.s__Parabacteroides_distasonis	19.2307692308
UniRef90_Q8ABE2	19.2307692308
UniRef90_Q8ABE2|g__Bacteroides.s__Bacteroides_thetaiotaomicron	19.2307692308
UniRef90_D4IJR5	19.2307692308
UniRef90_D4IJR5|g__Alistipes.s__Alistipes_shahii	19.2307692308
UniRef90_G2T1R8	19.2307692308
UniRef90_G2T1R8|g__Roseburia.s__Roseburia_hominis	19.2307692308
UniRef90_R5LWM5	19.2307692308
UniRef90_R5LWM5|g__Bacteroides.s__Bacteroides_intestinalis	19.2307692308
UniRef90_R5M156	19.2307692308
UniRef90_R5M156|g__Bacteroides.s__Bacteroides_intestinalis	19.2307692308
UniRef90_R5B0M0	19.2251645304
UniRef90_R5B0M0|unclassified	19.2251645304
UniRef90_R6HC64	19.2213257340
UniRef90_R6HC64|unclassified	19.2213257340
UniRef90_R6IHB6	19.2189626366
UniRef90_R6IHB6|g__Bacteroides.s__Bacteroides_vulgatus	15.3899904151
UniRef90_R6IHB6|g__Bacteroides.s__Bacteroides_dorei	3.8289722215
UniRef90_D4KLI2	19.2179405112
UniRef90_D4KLI2|g__Roseburia.s__Roseburia_hominis	19.2179405112
UniRef90_R5MRH4	19.2156930673
UniRef90_R5MRH4|g__Bacteroides.s__Bacteroides_intestinalis	19.2156930673
UniRef90_G3KIM3	19.2153566793
UniRef90_G3KIM3|unclassified	19.2153566793
UniRef90_R5WXU2	19.2113856735
UniRef90_R5WXU2|g__Alistipes.s__Alistipes_senegalensis	19.2113856735
UniRef90_R5M5Y8	19.2081854360
UniRef90_R5M5Y8|g__Bacteroides.s__Bacteroides_intestinalis	19.2081854360
UniRef90_R5J7U5	19.2061459667
UniRef90_R5J7U5|g__Bacteroides.s__Bacteroides_nordii	19.2061459667
UniRef90_R6RVC0	19.2037635399
UniRef90_R6RVC0|g__Bacteroides.s__Bacteroides_caccae	11.0204081633
UniRef90_R6RVC0|g__Bacteroides.s__Bacteroides_thetaiotaomicron	4.0816326531
UniRef90_R6RVC0|g__Bacteroides.s__Bacteroides_xylanisolvens	2.8799235626
UniRef90_R6RVC0|g__Bacteroides.s__Bacteroides_ovatus	1.2217991610
UniRef90_D4IQF3	19.2000000000
UniRef90_D4IQF3|g__Alistipes.s__Alistipes_shahii	17.6174858167
UniRef90_D4IQF3|g__Alistipes.s__Alistipes_senegalensis	1.5825141833
UniRef90_R6TK90	19.1984013170
UniRef90_R6TK90|unclassified	19.1984013170
UniRef90_R5MGR7	19.1954098401
UniRef90_R5MGR7|g__Bacteroides.s__Bacteroides_vulgatus	11.2340178845
UniRef90_R5MGR7|g__Bacteroides.s__Bacteroides_massiliensis	7.9613919556
UniRef90_I9SW05	19.1897654584
UniRef90_I9SW05|g__Bacteroides.s__Bacteroides_ovatus	19.1897654584
UniRef90_D4KMP6	19.1876365558
UniRef90_D4KMP6|g__Ruminococcus.s__Ruminococcus_callidus	4.7484471061
UniRef90_D4KMP6|g__Blautia.s__Ruminococcus_torques	3.9109621102
UniRef90_D4KMP6|g__Dorea.s__Dorea_formicigenerans	3.8240917782
UniRef90_D4KMP6|g__Roseburia.s__Roseburia_hominis	1.9446910009
UniRef90_D4KMP6|g__Roseburia.s__Roseburia_inulinivorans	1.9017108079
