# Gene Family	11507229_rna_2-RPKs
UniRef90_A6LGN9	12.1951219512
UniRef90_A6LGN9|g__Parabacteroides.s__Parabacteroides_distasonis	12.1951219512
UniRef90_A7AD55	12.1951219512
UniRef90_A7AD55|g__Parabacteroides.s__Parabacteroides_merdae	12.1951219512
UniRef90_D4VIR8	12.1951219512
UniRef90_D4VIR8|g__Bacteroides.s__Bacteroides_xylanisolvens	12.1951219512
UniRef90_G2T5S8	12.1951219512
UniRef90_G2T5S8|g__Roseburia.s__Roseburia_hominis	12.1951219512
UniRef90_I9RPU1	12.1951219512
UniRef90_I9RPU1|g__Bacteroides.s__Bacteroides_nordii	12.1951219512
UniRef90_L1Q3R5	12.1951219512
UniRef90_L1Q3R5|g__Anaerostipes.s__Anaerostipes_hadrus	12.1951219512
UniRef90_R6Y478	12.1951219512
UniRef90_R6Y478|g__Alistipes.s__Alistipes_onderdonkii	12.1951219512
UniRef90_U2KNZ6	12.1951219512
UniRef90_U2KNZ6|g__Ruminococcus.s__Ruminococcus_callidus	12.1951219512
UniRef90_I3YQ48	12.1951219512
UniRef90_I3YQ48|g__Alistipes.s__Alistipes_sp_HGB5	4.9045567833
UniRef90_I3YQ48|g__Alistipes.s__Alistipes_finegoldii	4.8515407777
UniRef90_I3YQ48|g__Alistipes.s__Alistipes_senegalensis	2.4390243902
UniRef90_R6WZ76	12.1928784664
UniRef90_R6WZ76|g__Parabacteroides.s__Parabacteroides_merdae	12.1928784664
UniRef90_A4EAB0	12.1880441091
UniRef90_A4EAB0|g__Collinsella.s__Collinsella_aerofaciens	12.1880441091
UniRef90_A6L1P2	12.1848781680
UniRef90_A6L1P2|g__Bacteroides.s__Bacteroides_vulgatus	12.1848781680
UniRef90_D6CZV3	12.1827411168
UniRef90_D6CZV3|g__Bacteroides.s__Bacteroides_xylanisolvens	12.1827411168
UniRef90_R6WM72	12.1786197564
UniRef90_R6WM72|g__Parabacteroides.s__Parabacteroides_merdae	12.1786197564
UniRef90_Q8A6X5	12.1786197564
UniRef90_Q8A6X5|g__Bacteroides.s__Bacteroides_thetaiotaomicron	12.1786197564
UniRef90_R6WTW9	12.1755505719
UniRef90_R6WTW9|g__Parabacteroides.s__Parabacteroides_goldsteinii	7.4766355140
UniRef90_R6WTW9|g__Parabacteroides.s__Parabacteroides_merdae	2.8297091118
UniRef90_R6WTW9|g__Parabacteroides.s__Parabacteroides_distasonis	1.8692059461
UniRef90_R6HSA7	12.1730266221
UniRef90_R6HSA7|g__Bacteroides.s__Bacteroides_vulgatus	11.3893275625
UniRef90_R6HSA7|g__Bacteroides.s__Bacteroides_dorei	0.7836990596
UniRef90_I8X146	12.1703853955
UniRef90_I8X146|g__Bacteroides.s__Bacteroides_nordii	12.1703853955
UniRef90_R5M596	12.1681415929
UniRef90_R5M596|g__Bacteroides.s__Bacteroides_intestinalis	12.1681415929
UniRef90_D4K952	12.1681185279
UniRef90_D4K952|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	12.1681185279
UniRef90_R6J539	12.1673003802
UniRef90_R6J539|g__Bacteroides.s__Bacteroides_xylanisolvens	7.9847908745
UniRef90_R6J539|g__Bacteroides.s__Bacteroides_ovatus	4.1825095057
UniRef90_A6KWT5	12.1621999219
UniRef90_A6KWT5|g__Bacteroides.s__Bacteroides_vulgatus	12.1621999219
UniRef90_G2SZJ9	12.1621621622
UniRef90_G2SZJ9|g__Roseburia.s__Roseburia_hominis	12.1621621622
UniRef90_R5JMT0	12.1615137764
UniRef90_R5JMT0|g__Bacteroides.s__Bacteroides_uniformis	12.1615137764
UniRef90_R6IYJ0	12.1608980355
UniRef90_R6IYJ0|g__Parabacteroides.s__Parabacteroides_distasonis	12.1608980355
UniRef90_A4EB90	12.1602798833
UniRef90_A4EB90|g__Collinsella.s__Collinsella_aerofaciens	12.1602798833
UniRef90_G5HA49	12.1580547112
UniRef90_G5HA49|g__Alistipes.s__Alistipes_indistinctus	12.1580547112
UniRef90_F9Z9R4	12.1580547112
UniRef90_F9Z9R4|g__Odoribacter.s__Odoribacter_splanchnicus	12.1580547112
UniRef90_G2T325	12.1580547112
UniRef90_G2T325|g__Roseburia.s__Roseburia_hominis	12.1580547112
UniRef90_R5WTV8	12.1580547112
UniRef90_R5WTV8|g__Alistipes.s__Alistipes_shahii	12.1580547112
UniRef90_A6L3X6	12.1567577816
UniRef90_A6L3X6|g__Bacteroides.s__Bacteroides_dorei	12.1567577816
UniRef90_C0D3Z3	12.1531457260
UniRef90_C0D3Z3|unclassified	12.1531457260
UniRef90_R5U7S8	12.1528102997
UniRef90_R5U7S8|g__Bacteroides.s__Bacteroides_xylanisolvens	6.9524913094
UniRef90_R5U7S8|g__Bacteroides.s__Bacteroides_caccae	4.0415704388
UniRef90_R5U7S8|g__Bacteroides.s__Bacteroides_ovatus	1.1587485516
UniRef90_D6E6X1	12.1506682868
UniRef90_D6E6X1|g__Gordonibacter.s__Gordonibacter_pamelaeae	12.1506682868
UniRef90_P0AGA1	12.1493775934
UniRef90_P0AGA1|g__Escherichia.s__Escherichia_coli	12.1493775934
UniRef90_A6LA86	12.1489776962
UniRef90_A6LA86|g__Parabacteroides.s__Parabacteroides_distasonis	12.1489776962
UniRef90_F9Z6T0	12.1457489879
UniRef90_F9Z6T0|g__Odoribacter.s__Odoribacter_splanchnicus	12.1457489879
UniRef90_R6K595	12.1457489879
UniRef90_R6K595|g__Bacteroides.s__Bacteroides_intestinalis	12.1457489879
UniRef90_A0A016LX71	12.1457489879
UniRef90_A0A016LX71|g__Parabacteroides.s__Parabacteroides_distasonis	12.1457489879
UniRef90_B0NC15	12.1457489879
UniRef90_B0NC15|g__Clostridium.s__Clostridium_scindens	10.0536231976
UniRef90_B0NC15|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA	2.0921257903
UniRef90_C7H7J7	12.1457489879
UniRef90_C7H7J7|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	12.1457489879
UniRef90_I8XL56	12.1457489879
UniRef90_I8XL56|g__Bacteroides.s__Bacteroides_nordii	12.1457489879
UniRef90_U2K884	12.1457489879
UniRef90_U2K884|g__Ruminococcus.s__Ruminococcus_callidus	12.1457489879
UniRef90_Q85IW2	12.1444510204
UniRef90_Q85IW2|unclassified	12.1444510204
UniRef90_U2B943	12.1398078380
UniRef90_U2B943|g__Clostridium.s__Clostridium_bolteae	12.1398078380
UniRef90_R6Z2F0	12.1384229373
UniRef90_R6Z2F0|g__Alistipes.s__Alistipes_senegalensis	6.0560181681
UniRef90_R6Z2F0|g__Alistipes.s__Alistipes_finegoldii	2.6495079485
UniRef90_R6Z2F0|g__Alistipes.s__Alistipes_onderdonkii	2.2710068130
UniRef90_R6Z2F0|g__Alistipes.s__Alistipes_sp_HGB5	1.1618900077
UniRef90_K4CQW5	12.1383428181
UniRef90_K4CQW5|unclassified	12.1383428181
UniRef90_R7NR46	12.1366745324
UniRef90_R7NR46|g__Bacteroides.s__Bacteroides_massiliensis	12.1366745324
UniRef90_I9TYQ6	12.1365360303
UniRef90_I9TYQ6|g__Bacteroides.s__Bacteroides_uniformis	12.1365360303
UniRef90_B2UQY4	12.1359223301
UniRef90_B2UQY4|g__Akkermansia.s__Akkermansia_muciniphila	12.1359223301
UniRef90_I9S840	12.1359223301
UniRef90_I9S840|g__Bacteroides.s__Bacteroides_nordii	12.1359223301
UniRef90_Q8A0J0	12.1359223301
UniRef90_Q8A0J0|g__Bacteroides.s__Bacteroides_thetaiotaomicron	12.1359223301
UniRef90_R5MCK6	12.1351353608
UniRef90_R5MCK6|g__Bacteroides.s__Bacteroides_intestinalis	12.1351353608
UniRef90_E4MBB6	12.1325172923
UniRef90_E4MBB6|g__Alistipes.s__Alistipes_sp_HGB5	6.4398440465
UniRef90_E4MBB6|g__Alistipes.s__Alistipes_finegoldii	5.6926732457
UniRef90_R6HSF0	12.1317157712
UniRef90_R6HSF0|g__Bacteroides.s__Bacteroides_vulgatus	12.1317157712
UniRef90_R6J7B4	12.1317157712
UniRef90_R6J7B4|g__Bacteroides.s__Bacteroides_xylanisolvens	6.1221651145
UniRef90_R6J7B4|g__Bacteroides.s__Bacteroides_ovatus	6.0095506568
UniRef90_R7NMG3	12.1317157712
UniRef90_R7NMG3|g__Bacteroides.s__Bacteroides_massiliensis	12.1317157712
UniRef90_R5DCS9	12.1293800539
UniRef90_R5DCS9|g__Parabacteroides.s__Parabacteroides_merdae	12.1293800539
UniRef90_U2LDE5	12.1293800539
UniRef90_U2LDE5|g__Ruminococcus.s__Ruminococcus_callidus	12.1293800539
UniRef90_I9PVZ5	12.1278941566
UniRef90_I9PVZ5|g__Bacteroides.s__Bacteroides_caccae	12.1278941566
UniRef90_R7NL44	12.1268656716
UniRef90_R7NL44|g__Bacteroides.s__Bacteroides_massiliensis	12.1268656716
UniRef90_G2T0Q2	12.1251442935
UniRef90_G2T0Q2|g__Roseburia.s__Roseburia_hominis	12.1251442935
UniRef90_E1WUX2	12.1248139211
UniRef90_E1WUX2|g__Bacteroides.s__Bacteroides_caccae	5.1072522983
UniRef90_E1WUX2|g__Bacteroides.s__Bacteroides_ovatus	4.0858018386
UniRef90_E1WUX2|unclassified	1.9134298453
UniRef90_E1WUX2|g__Bacteroides.s__Bacteroides_nordii	1.0183299389
UniRef90_R6L1C4	12.1204994391
UniRef90_R6L1C4|unclassified	12.1204994391
UniRef90_R6HMN6	12.1195722155
UniRef90_R6HMN6|g__Bacteroides.s__Bacteroides_vulgatus	12.1195722155
UniRef90_D4IJ14	12.1130551817
UniRef90_D4IJ14|g__Alistipes.s__Alistipes_shahii	12.1130551817
UniRef90_A0A025DR12	12.1120511965
UniRef90_A0A025DR12|g__Escherichia.s__Escherichia_coli	12.1120511965
UniRef90_R6WYR0	12.1118937979
UniRef90_R6WYR0|g__Parabacteroides.s__Parabacteroides_distasonis	8.3120204604
UniRef90_R6WYR0|g__Parabacteroides.s__Parabacteroides_merdae	3.7998733376
UniRef90_R7JM20	12.1107266436
UniRef90_R7JM20|g__Alistipes.s__Alistipes_putredinis	12.1107266436
UniRef90_R7NR90	12.1077590556
UniRef90_R7NR90|g__Bacteroides.s__Bacteroides_vulgatus	6.7239750742
UniRef90_R7NR90|g__Bacteroides.s__Bacteroides_dorei	2.7099871900
UniRef90_R7NR90|g__Bacteroides.s__Bacteroides_massiliensis	2.6737967914
UniRef90_B0MVY5	12.1069170378
UniRef90_B0MVY5|g__Alistipes.s__Alistipes_putredinis	12.1069170378
UniRef90_A6LEV0	12.1065375303
UniRef90_A6LEV0|g__Parabacteroides.s__Parabacteroides_distasonis	12.1065375303
UniRef90_R7NWK5	12.1028744327
UniRef90_R7NWK5|g__Bacteroides.s__Bacteroides_massiliensis	12.1028744327
UniRef90_R7EQ61	12.1028744327
UniRef90_R7EQ61|g__Bacteroides.s__Bacteroides_uniformis	12.1028744327
UniRef90_R7NW13	12.1028744327
UniRef90_R7NW13|g__Bacteroides.s__Bacteroides_massiliensis	12.1028744327
UniRef90_I3YHS9	12.0980915169
UniRef90_I3YHS9|g__Alistipes.s__Alistipes_sp_HGB5	6.8074906230
UniRef90_I3YHS9|g__Alistipes.s__Alistipes_finegoldii	5.2906008939
UniRef90_R5S1Y5	12.0967741935
UniRef90_R5S1Y5|g__Bacteroides.s__Bacteroides_thetaiotaomicron	4.6082949309
UniRef90_R5S1Y5|g__Bacteroides.s__Bacteroides_xylanisolvens	3.4437667109
UniRef90_R5S1Y5|g__Bacteroides.s__Bacteroides_caccae	2.3041474654
UniRef90_R5S1Y5|g__Bacteroides.s__Bacteroides_ovatus	1.7405650863
UniRef90_E2ZHU1	12.0913067413
UniRef90_E2ZHU1|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	12.0913067413
UniRef90_R6HUQ7	12.0879120879
UniRef90_R6HUQ7|g__Bacteroides.s__Bacteroides_vulgatus	7.6923076923
UniRef90_R6HUQ7|g__Bacteroides.s__Bacteroides_massiliensis	4.3956043956
UniRef90_R7JN87	12.0879120879
UniRef90_R7JN87|g__Alistipes.s__Alistipes_putredinis	12.0879120879
UniRef90_A0A015PDG8	12.0845921450
UniRef90_A0A015PDG8|g__Bacteroides.s__Bacteroides_xylanisolvens	10.5903481797
UniRef90_A0A015PDG8|g__Bacteroides.s__Bacteroides_ovatus	1.4942439653
UniRef90_R6HK68	12.0845921450
UniRef90_R6HK68|g__Bacteroides.s__Bacteroides_dorei	12.0845921450
UniRef90_R6Y0R8	12.0845921450
UniRef90_R6Y0R8|g__Parabacteroides.s__Parabacteroides_merdae	12.0845921450
UniRef90_G2T2X5	12.0781045464
UniRef90_G2T2X5|g__Roseburia.s__Roseburia_hominis	12.0781045464
UniRef90_R6K856	12.0753750572
UniRef90_R6K856|g__Bacteroides.s__Bacteroides_intestinalis	12.0753750572
UniRef90_U2C7F5	12.0738636364
UniRef90_U2C7F5|g__Bacteroides.s__Bacteroides_thetaiotaomicron	6.3920454545
UniRef90_U2C7F5|g__Bacteroides.s__Bacteroides_caccae	5.6818181818
UniRef90_R6XRW1	12.0700060350
UniRef90_R6XRW1|g__Alistipes.s__Alistipes_onderdonkii	12.0700060350
UniRef90_D4MW16	12.0689655172
UniRef90_D4MW16|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_7_1_58FAA	12.0689655172
UniRef90_R7NWH9	12.0676676099
UniRef90_R7NWH9|g__Bacteroides.s__Bacteroides_massiliensis	12.0676676099
UniRef90_A6L2J2	12.0640928217
UniRef90_A6L2J2|g__Bacteroides.s__Bacteroides_vulgatus	9.4357632426
UniRef90_A6L2J2|g__Bacteroides.s__Bacteroides_dorei	1.7241379310
UniRef90_A6L2J2|g__Bacteroides.s__Bacteroides_massiliensis	0.9041916481
UniRef90_UPI00047056CE	12.0638540725
UniRef90_UPI00047056CE|g__Bacteroides.s__Bacteroides_nordii	12.0638540725
UniRef90_R6HZF7	12.0627261761
UniRef90_R6HZF7|g__Bacteroides.s__Bacteroides_vulgatus	12.0627261761
UniRef90_A6L0R4	12.0624285730
UniRef90_A6L0R4|g__Bacteroides.s__Bacteroides_dorei	7.2113230434
UniRef90_A6L0R4|g__Bacteroides.s__Bacteroides_uniformis	4.8511055296
UniRef90_R7EGP1	12.0604196453
UniRef90_R7EGP1|g__Bacteroides.s__Bacteroides_uniformis	12.0604196453
UniRef90_R7NR19	12.0593692022
UniRef90_R7NR19|g__Bacteroides.s__Bacteroides_massiliensis	12.0593692022
UniRef90_R7JMM3	12.0572720422
UniRef90_R7JMM3|g__Alistipes.s__Alistipes_putredinis	12.0572720422
UniRef90_R6IIJ1	12.0572720422
UniRef90_R6IIJ1|g__Parabacteroides.s__Parabacteroides_merdae	7.5357950264
UniRef90_R6IIJ1|g__Parabacteroides.s__Parabacteroides_goldsteinii	4.5214770158
UniRef90_D4JY40	12.0481927711
UniRef90_D4JY40|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	12.0481927711
UniRef90_R5JCG8	12.0481927711
UniRef90_R5JCG8|g__Bacteroides.s__Bacteroides_nordii	12.0481927711
UniRef90_A7V996	12.0481927711
UniRef90_A7V996|g__Bacteroides.s__Bacteroides_uniformis	12.0481927711
UniRef90_R6K694	12.0481927711
UniRef90_R6K694|g__Bacteroides.s__Bacteroides_xylanisolvens	6.5539172742
UniRef90_R6K694|g__Bacteroides.s__Bacteroides_ovatus	5.4942754969
UniRef90_R6KT06	12.0481927711
UniRef90_R6KT06|g__Bacteroides.s__Bacteroides_intestinalis	12.0481927711
UniRef90_R6Y201	12.0481927711
UniRef90_R6Y201|g__Parabacteroides.s__Parabacteroides_merdae	12.0481927711
UniRef90_A6L759	12.0481927711
UniRef90_A6L759|g__Bacteroides.s__Bacteroides_vulgatus	12.0481927711
UniRef90_B0NGE1	12.0481927711
UniRef90_B0NGE1|g__Clostridium.s__Clostridium_scindens	6.0240963855
UniRef90_B0NGE1|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA	6.0240963855
UniRef90_C4ZH71	12.0481927711
UniRef90_C4ZH71|g__Eubacterium.s__Eubacterium_rectale	12.0481927711
UniRef90_D4K9G5	12.0481927711
UniRef90_D4K9G5|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	12.0481927711
UniRef90_R7JI65	12.0481927711
UniRef90_R7JI65|g__Alistipes.s__Alistipes_putredinis	12.0481927711
UniRef90_R5MCY5	12.0481927711
UniRef90_R5MCY5|g__Bacteroides.s__Bacteroides_intestinalis	12.0481927711
UniRef90_R6JP91	12.0481927711
UniRef90_R6JP91|g__Bacteroides.s__Bacteroides_ovatus	12.0481927711
UniRef90_F9ZB37	12.0436387496
UniRef90_F9ZB37|g__Odoribacter.s__Odoribacter_splanchnicus	12.0436387496
UniRef90_D7GUM7	12.0425163814
UniRef90_D7GUM7|unclassified	12.0425163814
UniRef90_A6KXH8	12.0385232745
UniRef90_A6KXH8|g__Bacteroides.s__Bacteroides_vulgatus	12.0385232745
UniRef90_I3YR41	12.0361083250
UniRef90_I3YR41|g__Alistipes.s__Alistipes_sp_HGB5	8.4874522659
UniRef90_I3YR41|g__Alistipes.s__Alistipes_finegoldii	3.5486560591
UniRef90_R6LBZ0	12.0352695772
UniRef90_R6LBZ0|g__Bacteroides.s__Bacteroides_intestinalis	12.0352695772
UniRef90_D4IPC4	12.0350109409
UniRef90_D4IPC4|g__Alistipes.s__Alistipes_shahii	12.0350109409
UniRef90_B0NCJ6	12.0322790765
UniRef90_B0NCJ6|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA	6.0975609756
UniRef90_B0NCJ6|g__Clostridium.s__Clostridium_scindens	5.9347181009
UniRef90_R6L7Q4	12.0300751880
UniRef90_R6L7Q4|g__Bacteroides.s__Bacteroides_intestinalis	12.0300751880
UniRef90_I3YPI1	12.0292385879
UniRef90_I3YPI1|g__Alistipes.s__Alistipes_sp_HGB5	6.7401003597
UniRef90_I3YPI1|g__Alistipes.s__Alistipes_finegoldii	5.2891382282
UniRef90_C4ZGQ2	12.0286958276
UniRef90_C4ZGQ2|unclassified	12.0286958276
UniRef90_C7H8Q9	12.0264582081
UniRef90_C7H8Q9|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	12.0264582081
UniRef90_A6L529	12.0259019426
UniRef90_A6L529|g__Bacteroides.s__Bacteroides_vulgatus	11.5532028824
UniRef90_A6L529|g__Bacteroides.s__Bacteroides_dorei	0.4726990603
UniRef90_R7ECQ0	12.0259019426
UniRef90_R7ECQ0|g__Bacteroides.s__Bacteroides_uniformis	12.0259019426
UniRef90_R6Y6U7	12.0242925793
UniRef90_R6Y6U7|g__Alistipes.s__Alistipes_shahii	10.8238123873
UniRef90_R6Y6U7|g__Alistipes.s__Alistipes_sp_HGB5	1.2004801921
UniRef90_D4INC1	12.0240480962
UniRef90_D4INC1|g__Alistipes.s__Alistipes_shahii	12.0240480962
UniRef90_B7LS01	12.0240480962
UniRef90_B7LS01|g__Escherichia.s__Escherichia_coli	12.0240480962
UniRef90_R5DII2	12.0240480962
UniRef90_R5DII2|g__Parabacteroides.s__Parabacteroides_merdae	12.0240480962
UniRef90_G5SRE3	12.0240480962
UniRef90_G5SRE3|g__Bacteroides.s__Bacteroides_caccae	5.0208521993
UniRef90_G5SRE3|g__Alistipes.s__Alistipes_onderdonkii	4.9775235623
UniRef90_G5SRE3|g__Alistipes.s__Alistipes_shahii	1.0128361673
UniRef90_G5SRE3|g__Bacteroides.s__Bacteroides_nordii	1.0128361673
UniRef90_A6L6F2	12.0240480962
UniRef90_A6L6F2|g__Bacteroides.s__Bacteroides_vulgatus	12.0240480962
UniRef90_I3YPZ5	12.0192307692
UniRef90_I3YPZ5|g__Alistipes.s__Alistipes_sp_HGB5	9.6088879237
UniRef90_I3YPZ5|g__Alistipes.s__Alistipes_finegoldii	2.4103428455
UniRef90_F9Z6U1	12.0192307692
UniRef90_F9Z6U1|g__Odoribacter.s__Odoribacter_splanchnicus	12.0192307692
UniRef90_I3YKT8	12.0192307692
UniRef90_I3YKT8|g__Alistipes.s__Alistipes_onderdonkii	6.0096153846
UniRef90_I3YKT8|g__Alistipes.s__Alistipes_sp_HGB5	6.0096153846
UniRef90_D4IL29	12.0192307692
UniRef90_D4IL29|g__Alistipes.s__Alistipes_shahii	12.0192307692
UniRef90_D4KCL7	12.0173185097
UniRef90_D4KCL7|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	12.0173185097
UniRef90_I3YK78	12.0095927827
UniRef90_I3YK78|g__Alistipes.s__Alistipes_senegalensis	8.0209254236
UniRef90_I3YK78|g__Alistipes.s__Alistipes_sp_HGB5	3.9886673591
UniRef90_I3YKS4	12.0090013387
UniRef90_I3YKS4|g__Alistipes.s__Alistipes_finegoldii	8.4098137978
UniRef90_I3YKS4|g__Alistipes.s__Alistipes_sp_HGB5	3.5991875409
UniRef90_R7CPE4	12.0087336245
UniRef90_R7CPE4|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	12.0087336245
UniRef90_R7EJ26	12.0068610635
UniRef90_R7EJ26|g__Bacteroides.s__Bacteroides_uniformis	12.0068610635
UniRef90_I9UBG7	12.0068610635
UniRef90_I9UBG7|g__Bacteroides.s__Bacteroides_uniformis	12.0068610635
UniRef90_A6L914	12.0068610635
UniRef90_A6L914|g__Parabacteroides.s__Parabacteroides_distasonis	12.0068610635
UniRef90_R6LHN1	12.0048124913
UniRef90_R6LHN1|g__Bacteroides.s__Bacteroides_intestinalis	12.0048124913
UniRef90_B2UQY2	12.0016734612
UniRef90_B2UQY2|unclassified	12.0016734612
UniRef90_B0NEP4	12.0000000000
UniRef90_B0NEP4|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA	10.0000000000
UniRef90_B0NEP4|g__Clostridium.s__Clostridium_scindens	2.0000000000
UniRef90_C7H791	12.0000000000
UniRef90_C7H791|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	12.0000000000
UniRef90_R5JD05	12.0000000000
UniRef90_R5JD05|g__Bacteroides.s__Bacteroides_nordii	12.0000000000
UniRef90_R7GRS0	12.0000000000
UniRef90_R7GRS0|g__Ruminococcus.s__Ruminococcus_callidus	12.0000000000
UniRef90_B0NKM3	11.9947341159
UniRef90_B0NKM3|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA	9.5296961269
UniRef90_B0NKM3|g__Clostridium.s__Clostridium_scindens	2.4650379890
UniRef90_F3AZU8	11.9943634261
UniRef90_F3AZU8|g__Blautia.s__Ruminococcus_obeum	11.9943634261
UniRef90_A0A016BP16	11.9940029985
UniRef90_A0A016BP16|g__Bacteroides.s__Bacteroides_dorei	11.9940029985
UniRef90_I8XMR6	11.9940029985
UniRef90_I8XMR6|g__Bacteroides.s__Bacteroides_nordii	11.9940029985
UniRef90_R7EG82	11.9926667011
UniRef90_R7EG82|g__Bacteroides.s__Bacteroides_uniformis	11.9926667011
UniRef90_R5S285	11.9926199262
UniRef90_R5S285|g__Bacteroides.s__Bacteroides_ovatus	5.5350553506
UniRef90_R5S285|g__Bacteroides.s__Bacteroides_nordii	3.6900369004
UniRef90_R5S285|g__Bacteroides.s__Bacteroides_caccae	2.7675276753
UniRef90_I9A6D2	11.9880119880
UniRef90_I9A6D2|g__Bacteroides.s__Bacteroides_uniformis	11.9880119880
UniRef90_G8UJE5	11.9870717341
UniRef90_G8UJE5|unclassified	11.9870717341
UniRef90_I3YKJ1	11.9867558370
UniRef90_I3YKJ1|g__Alistipes.s__Alistipes_finegoldii	7.9448288971
UniRef90_I3YKJ1|g__Alistipes.s__Alistipes_sp_HGB5	2.3890343780
UniRef90_I3YKJ1|g__Alistipes.s__Alistipes_onderdonkii	1.6528925620
UniRef90_R7NNH5	11.9863013699
UniRef90_R7NNH5|g__Bacteroides.s__Bacteroides_massiliensis	11.9863013699
UniRef90_K6AN29	11.9840213049
UniRef90_K6AN29|g__Parabacteroides.s__Parabacteroides_distasonis	11.9840213049
UniRef90_R6ILE0	11.9840213049
UniRef90_R6ILE0|g__Parabacteroides.s__Parabacteroides_distasonis	11.9840213049
UniRef90_R5S0C5	11.9833743121
UniRef90_R5S0C5|unclassified	11.9833743121
UniRef90_R6KPQ2	11.9827211978
UniRef90_R6KPQ2|g__Bacteroides.s__Bacteroides_intestinalis	11.9827211978
UniRef90_A7ACH1	11.9812513832
UniRef90_A7ACH1|g__Parabacteroides.s__Parabacteroides_distasonis	8.3797888122
UniRef90_A7ACH1|g__Bacteroides.s__Bacteroides_dorei	2.4009750474
UniRef90_A7ACH1|g__Bacteroides.s__Bacteroides_ovatus	1.2004875237
UniRef90_I3YHP8	11.9787774113
UniRef90_I3YHP8|g__Alistipes.s__Alistipes_sp_HGB5	8.2934706336
UniRef90_I3YHP8|g__Alistipes.s__Alistipes_finegoldii	3.6853067777
UniRef90_R7JQL1	11.9780589508
UniRef90_R7JQL1|g__Alistipes.s__Alistipes_putredinis	11.9780589508
UniRef90_B3C6R6	11.9764276652
UniRef90_B3C6R6|g__Bacteroides.s__Bacteroides_intestinalis	11.9764276652
UniRef90_R5WY97	11.9760479042
UniRef90_R5WY97|g__Alistipes.s__Alistipes_shahii	11.9760479042
UniRef90_R6XBW7	11.9760479042
UniRef90_R6XBW7|g__Parabacteroides.s__Parabacteroides_merdae	11.9760479042
UniRef90_B0NBU9	11.9760479042
UniRef90_B0NBU9|g__Clostridium.s__Clostridium_scindens	5.9880239521
UniRef90_B0NBU9|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA	5.9880239521
UniRef90_R7JH02	11.9760479042
UniRef90_R7JH02|g__Alistipes.s__Alistipes_putredinis	11.9760479042
UniRef90_R7NP16	11.9760479042
UniRef90_R7NP16|g__Bacteroides.s__Bacteroides_massiliensis	11.9760479042
UniRef90_D4RZU4	11.9760479042
UniRef90_D4RZU4|g__Eubacterium.s__Eubacterium_rectale	7.5012133158
UniRef90_D4RZU4|g__Butyrivibrio.s__Butyrivibrio_crossotus	2.9940119760
UniRef90_D4RZU4|g__Roseburia.s__Roseburia_intestinalis	1.4808226124
UniRef90_R6HLN3	11.9760479042
UniRef90_R6HLN3|g__Bacteroides.s__Bacteroides_vulgatus	7.4850299401
UniRef90_R6HLN3|g__Bacteroides.s__Bacteroides_dorei	4.4910179641
UniRef90_B0MZ50	11.9703290796
UniRef90_B0MZ50|g__Alistipes.s__Alistipes_putredinis	11.9703290796
UniRef90_R6JAV1	11.9695321001
UniRef90_R6JAV1|g__Akkermansia.s__Akkermansia_muciniphila	11.9695321001
UniRef90_A6LFC8	11.9658860335
UniRef90_A6LFC8|g__Parabacteroides.s__Parabacteroides_distasonis	11.9658860335
UniRef90_R7P1T5	11.9650840962
UniRef90_R7P1T5|g__Bacteroides.s__Bacteroides_dorei	9.3676814988
UniRef90_R7P1T5|g__Bacteroides.s__Bacteroides_vulgatus	2.5974025974
UniRef90_UPI00031A786A	11.9641428057
UniRef90_UPI00031A786A|g__Alistipes.s__Alistipes_senegalensis	11.9641428057
UniRef90_F9Z8Y5	11.9641076770
UniRef90_F9Z8Y5|g__Odoribacter.s__Odoribacter_splanchnicus	11.9641076770
UniRef90_D4VSC4	11.9618638044
UniRef90_D4VSC4|g__Bacteroides.s__Bacteroides_xylanisolvens	11.9618638044
UniRef90_U2K537	11.9617224880
UniRef90_U2K537|g__Ruminococcus.s__Ruminococcus_callidus	11.9617224880
UniRef90_F9Z9D9	11.9617224880
UniRef90_F9Z9D9|g__Odoribacter.s__Odoribacter_splanchnicus	11.9617224880
UniRef90_R6J819	11.9617224880
UniRef90_R6J819|g__Bacteroides.s__Bacteroides_xylanisolvens	11.9617224880
UniRef90_R6KGR0	11.9617224880
