{'r4': 'd4', 'r1': 'd1', 'r2': 'd2', 'r3': 'd3', 'd4': 'r4', 'd2': 'r2', 'd3': 'r3', 'd1': 'r1'}
total gene families: 193952
	0	0.0
d1,d2,d3,r1,r2,r3	13	6.70268932519e-05
d1,d2,d3,r1,r2,r3,r4	4	2.06236594621e-05
d1,d2,d3,r2,r3	2	1.03118297311e-05
d1,d2,d4,r3,r4	1	5.15591486553e-06
d4,r1,r2,r3,r4	16	8.24946378485e-05
d3,d4,r2,r3	6	3.09354891932e-05
d1,d2,d4,r1,r2,r4	1	5.15591486553e-06
d3,r2,r3	12	6.18709783864e-05
d1,d2,d4,r1,r2,r3	78	0.000402161359512
d1,d4,r1,r2,r3	24	0.000123741956773
d1,d2,d4,r1,r4	1	5.15591486553e-06
d1,d2,d4,r1,r2	147	0.000757919485233
d1,d2,d4,r1,r3	47	0.00024232799868
d1,d2,d3,r1	141	0.00072698399604
d1,d2,d4,r1	587	0.00302652202607
d1,d2,d4,r2	33	0.000170145190563
d1,d2,d3,r2	20	0.000103118297311
d1,d3,d4,r1,r3	36	0.000185612935159
d1,d3,d4,r1,r2	55	0.000283575317604
d1,d3,d4,r1,r4	1	5.15591486553e-06
d1,d2,d3,d4,r2,r3	61	0.000314510806798
d3,r1,r2,r3,r4	4	2.06236594621e-05
d1,d2,d3,d4,r1,r2,r3,r4	156	0.000804322719023
d2,d4,r1,r2,r3,r4	3	1.54677445966e-05
d1,d2,d3,d4,r1,r2,r4	6	3.09354891932e-05
d1,d4,r1,r3	13	6.70268932519e-05
d1,d2,d3,d4,r1,r2,r3	892	0.00459907606006
d1,d3,d4,r1,r2,r3,r4	9	4.64032337898e-05
