{'r4': 'd4', 'r1': 'd1', 'r2': 'd2', 'r3': 'd3', 'd4': 'r4', 'd2': 'r2', 'd3': 'r3', 'd1': 'r1'}
total gene families: 217451
	0	0.0
d1,d2,d4,r1,r2	9	4.13886346809e-05
d1,d2,d3,d4,r2,r3,r4	9	4.13886346809e-05
d1,d2,d4,r4	3	1.37962115603e-05
d1,d2,d3,r1	2	9.19747437354e-06
d1,d2,d4,r1	7	3.21911603074e-05
d1,d2,d4,r2	102	0.00046907119305
d1,d2,d3,r2	31	0.00014256085279
d1,d3,d4,r1,r3	1	4.59873718677e-06
d1,d3,d4,r1,r2	13	5.9783583428e-05
d1,d4,r1,r3,r4	1	4.59873718677e-06
d1,d2,d3,d4,r2,r3	233	0.00107150576452
d3,r1,r2,r3,r4	2	9.19747437354e-06
d1,d2,d3,d4,r1,r2,r3,r4	60	0.000275924231206
d3,d4,r2,r3,r4	1	4.59873718677e-06
d2,d4,r1,r2,r3,r4	2	9.19747437354e-06
d1,d2,d3,d4,r1,r2,r4	342	0.00157276811787
d3,r1,r3,r4	1	4.59873718677e-06
d1,d2,d3,d4,r1,r2,r3	285	0.00131064009823
