{'r4': 'd4', 'r1': 'd1', 'r2': 'd2', 'r3': 'd3', 'd4': 'r4', 'd2': 'r2', 'd3': 'r3', 'd1': 'r1'}
total gene families: 288756
	0	0.0
d3,d4,r1,r4	3	1.03893945061e-05
d3,r3	104	0.000360165676211
d3,d4,r1,r3	13	4.50207095264e-05
d2,d3,d4,r1,r2	1	3.46313150203e-06
d2,d3,d4,r1,r3	37	0.000128135865575
d1,d2,d3,d4,r3	1716	0.00594273365748
d2,d3,d4,r1,r4	2	6.92626300406e-06
d2,r2,r3	2	6.92626300406e-06
d2,d3,r1,r3,r4	1	3.46313150203e-06
d1,d3,d4,r1	186	0.000644142459377
d1,d2,r1,r3	68	0.000235492942138
d1,d2,d3,r3,r4	6	2.07787890122e-05
d1,d2,r1,r4	13	4.50207095264e-05
d1,d3,d4,r3,r4	1	3.46313150203e-06
d2,d3,r3,r4	1	3.46313150203e-06
d1,d4,r4	3	1.03893945061e-05
d1,d3,r3	55	0.000190472232612
d1,d4,r1	127	0.000439817700758
d1,d3,r1	100	0.000346313150203
d1,d4,r1,r3	19	6.57994985386e-05
d1,d4,r1,r2	1	3.46313150203e-06
d1,d3,d4,r3	101	0.000349776281705
d1,d3,d4,r4	1	3.46313150203e-06
d2,d4,r1,r4	1	3.46313150203e-06
d1,r1,r2	2	6.92626300406e-06
d1,r1,r3	25	8.65782875507e-05
d1,r1,r4	1	3.46313150203e-06
d2,d3,r2,r3,r4	1	3.46313150203e-06
d1,d2,d3,r1,r3,r4	23	7.96520245467e-05
d4,r1,r4	1	3.46313150203e-06
d2,r2,r3,r4	1	3.46313150203e-06
d2,d3,r3	209	0.000723794483924
d2,d3,r2	1	3.46313150203e-06
d1,d2,d3,d4,r4	23	7.96520245467e-05
d4,r4	23	7.96520245467e-05
d1,d2,d3,d4,r1	2706	0.00937123384449
d1,d2,d3,d4,r2	1	3.46313150203e-06
d3,d4,r3,r4	2	6.92626300406e-06
d3,d4,r4	13	4.50207095264e-05
d3,d4,r3	532	0.00184238595908
d1,d2,d3,d4,r3,r4	22	7.61888930446e-05
d2,d3,d4,r1,r3,r4	1	3.46313150203e-06
d1,d2,r1	444	0.0015376303869
d2,d3,d4,r3,r4	1	3.46313150203e-06
d3,r3,r4	2	6.92626300406e-06
d1,d2,r1,r3,r4	18	6.23363670365e-05
d1,d3,d4,r1,r3,r4	1	3.46313150203e-06
d1,d2,d3,d4,r1,r3,r4	137	0.000474449015778
d1,d2,d3,r1,r4	22	7.61888930446e-05
d1,d2,d3,r1,r3	43	0.000148914654587
d3,r1,r2,r3	1	3.46313150203e-06
d1,d2,d4,r1,r3,r4	9	3.11681835183e-05
d2,d4,r3,r4	1	3.46313150203e-06
d1,d2,d3,r3	213	0.000737647009932
d2,d3,d4,r2	1	3.46313150203e-06
d2,d3,d4,r3	154	0.000533322251313
d2,d3,d4,r4	5	1.73156575101e-05
d4,r3,r4	8	2.77050520162e-05
d2,r1,r2,r3	1	3.46313150203e-06
d2,r1,r2,r4	1	3.46313150203e-06
d1,d2,r2,r4	1	3.46313150203e-06
d1,d2,d3,d4,r1,r4	21	7.27257615426e-05
d1,d2,d3,d4,r1,r3	1843	0.00638255135824
d1,d3,r1,r3	13	4.50207095264e-05
d1,d3,r1,r4	2	6.92626300406e-06
no_correspondence	278444	0.964288187951
d2,r1,r2,r3,r4	1	3.46313150203e-06
d1,r1,r3,r4	3	1.03893945061e-05
d1,r1	346	0.0011982434997
d2,d4,r1,r2,r4	1	3.46313150203e-06
d3,r1,r3	22	7.61888930446e-05
d4,r2,r4	1	3.46313150203e-06
d4,r1,r3,r4	1	3.46313150203e-06
d2,d3,r1,r3	23	7.96520245467e-05
d2,d4,r1,r3,r4	2	6.92626300406e-06
d1,d4,r3,r4	1	3.46313150203e-06
d1,d2,d4,r1,r4	3	1.03893945061e-05
d1,d2,d4,r1,r3	65	0.000225103547632
d1,d2,d4,r4	4	1.38525260081e-05
d1,d2,d3,r1	368	0.00127443239275
d1,d2,d4,r1	331	0.00114629652717
d1,d2,d4,r2	1	3.46313150203e-06
d1,d3,d4,r1,r3	33	0.000114283339567
d1,d3,d4,r1,r4	3	1.03893945061e-05
d1,d2,d3,d4,r2,r3	2	6.92626300406e-06
d1,d2,d3,d4,r1,r2,r3,r4	5	1.73156575101e-05
d3,r1,r3,r4	1	3.46313150203e-06
d1,d2,d3,d4,r1,r2,r3	4	1.38525260081e-05
