#SampleID	12293355_rnatax_3
k__Viruses	57.48476
k__Bacteria	42.51524
k__Viruses|p__Viruses_noname	57.48476
k__Bacteria|p__Bacteroidetes	29.25105
k__Bacteria|p__Firmicutes	13.19772
k__Bacteria|p__Proteobacteria	0.06647
k__Viruses|p__Viruses_noname|c__Viruses_noname	57.48476
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	29.09632
k__Bacteria|p__Firmicutes|c__Clostridia	13.19772
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	0.15473
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.06647
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname	57.48476
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	29.09632
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	13.19772
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	0.15473
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.06647
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Virgaviridae	57.48476
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	17.40275
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	9.65048
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	8.2174
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	3.47617
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	3.39687
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae	0.15473
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0.15037
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.06647
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Virgaviridae|g__Tobamovirus	57.48476
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	17.40275
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	9.10711
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	8.2174
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	3.47617
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	3.39687
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	0.43934
