#SampleID	12656695_rnatax_4
k__Bacteria	71.47382
k__Viruses	26.66731
k__Archaea	1.85887
k__Bacteria|p__Bacteroidetes	51.99133
k__Viruses|p__Viruses_noname	26.66731
k__Bacteria|p__Firmicutes	16.2007
k__Bacteria|p__Proteobacteria	2.63958
k__Archaea|p__Euryarchaeota	1.85887
k__Bacteria|p__Verrucomicrobia	0.64221
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	51.94249
k__Viruses|p__Viruses_noname|c__Viruses_noname	26.66731
k__Bacteria|p__Firmicutes|c__Clostridia	15.30637
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2.26259
k__Archaea|p__Euryarchaeota|c__Methanobacteria	1.85887
k__Bacteria|p__Firmicutes|c__Bacilli	0.89434
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.64221
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.37699
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.04884
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	51.94249
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname	26.66731
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	15.30637
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2.26259
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	1.85887
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.89434
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.64221
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.37699
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.04884
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	27.72346
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Virgaviridae	21.35161
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	17.85904
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	6.94308
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname	5.3157
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	5.10958
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	4.319
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2.36019
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	2.14014
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname	2.04099
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	1.85887
