#SampleID	12112483_rnatax_1
k__Viruses	97.27396
k__Bacteria	2.72604
k__Viruses|p__Viruses_noname	97.27396
k__Bacteria|p__Bacteroidetes	1.95446
k__Bacteria|p__Firmicutes	0.57924
k__Bacteria|p__Verrucomicrobia	0.17227
k__Bacteria|p__Proteobacteria	0.01815
k__Bacteria|p__Deinococcus_Thermus	0.00143
k__Bacteria|p__Actinobacteria	0.0005
k__Viruses|p__Viruses_noname|c__Viruses_noname	97.27396
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	1.95446
k__Bacteria|p__Firmicutes|c__Clostridia	0.57269
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.17227
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.01165
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.0065
k__Bacteria|p__Firmicutes|c__Bacilli	0.00252
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.00209
k__Bacteria|p__Firmicutes|c__Negativicutes	0.00193
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci	0.00143
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.0005
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname	97.27396
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	1.95446
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	0.57269
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.17227
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.01165
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.00447
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.00209
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.00204
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.00197
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.00193
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales	0.00143
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.00056
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.0005
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Virgaviridae	97.27115
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	0.92639
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	0.54704
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.48103
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0.2987
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	0.17227
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0.15692
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	0.07273
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.03407
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.01165
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.00991
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	0.00447
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Potyviridae	0.00281
