#SampleID	12656695_rnatax_3
k__Bacteria	73.44645
k__Viruses	23.08672
k__Archaea	3.46684
k__Bacteria|p__Bacteroidetes	53.56455
k__Viruses|p__Viruses_noname	23.08672
k__Bacteria|p__Firmicutes	16.88966
k__Archaea|p__Euryarchaeota	3.46684
k__Bacteria|p__Proteobacteria	2.83187
k__Bacteria|p__Actinobacteria	0.16036
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	53.56455
k__Viruses|p__Viruses_noname|c__Viruses_noname	23.08672
k__Bacteria|p__Firmicutes|c__Clostridia	12.59461
k__Bacteria|p__Firmicutes|c__Negativicutes	4.29505
k__Archaea|p__Euryarchaeota|c__Methanobacteria	3.46684
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2.83187
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.16036
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	53.56455
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname	23.08672
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	12.59461
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	4.29505
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	3.46684
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2.83187
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.16036
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	49.63928
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Virgaviridae	23.08672
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	8.81515
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	4.29505
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	3.49623
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	3.46684
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	3.18869
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	2.83187
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.59078
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	0.42904
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	0.16036
