#SampleID	12542142_rnatax_4
k__Viruses	96.58957
k__Bacteria	3.40107
k__Eukaryota	0.00935
k__Viruses|p__Viruses_noname	96.58957
k__Bacteria|p__Firmicutes	1.75047
k__Bacteria|p__Bacteroidetes	1.52011
k__Bacteria|p__Proteobacteria	0.13049
k__Eukaryota|p__Ascomycota	0.00935
k__Viruses|p__Viruses_noname|c__Viruses_noname	96.58957
k__Bacteria|p__Firmicutes|c__Clostridia	1.69145
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	1.52011
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.1089
k__Bacteria|p__Firmicutes|c__Negativicutes	0.03653
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.02249
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.02159
k__Eukaryota|p__Ascomycota|c__Saccharomycetes	0.00935
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales	96.58957
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	1.69145
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	1.52011
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.1089
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.03653
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.02249
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales	0.02159
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	0.00935
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Alphaflexiviridae	96.27866
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	1.13636
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	1.12658
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0.43665
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Betaflexiviridae	0.31091
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	0.17491
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.14951
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.12629
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.1089
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0.05933
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.03653
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.02249
