#SampleID	12542142_rnatax_2
k__Bacteria	96.33202
k__Viruses	3.30187
k__Eukaryota	0.36611
k__Bacteria|p__Bacteroidetes	64.7235
k__Bacteria|p__Firmicutes	28.29756
k__Bacteria|p__Proteobacteria	3.31096
k__Viruses|p__Viruses_noname	3.30187
k__Eukaryota|p__Ascomycota	0.36611
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	64.7235
k__Bacteria|p__Firmicutes|c__Clostridia	26.75346
k__Viruses|p__Viruses_noname|c__Viruses_noname	3.30187
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1.61253
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	1.43665
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.87375
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.82468
k__Eukaryota|p__Ascomycota|c__Saccharomycetes	0.36611
k__Bacteria|p__Firmicutes|c__Negativicutes	0.10745
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	64.7235
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	26.75346
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales	3.30187
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	1.61253
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	1.43665
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.87375
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales	0.67086
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	0.36611
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.15382
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.10745
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	45.07122
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	11.45891
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	9.21571
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	6.81075
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	6.58611
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	6.25541
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	4.54439
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales|f__Secoviridae	3.30187
